"Año","Mes","Pareja - Expareja","Convivencia","Denuncia agresor","Suicidio","Tramo de edad Agresor","Tramo de edad Víctima","País de nacimiento Agresor","País de nacimiento Víctima","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla"
"Año 2022","Octubre","Pareja en fase de separación","Sí","No había denuncia","Tentativa no consumada","21-30 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2022","Noviembre","Pareja","Sí","No había denuncia","Tentativa no consumada","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2022","Noviembre","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","",""
"Año 2022","Noviembre","Pareja","Sí","Había denuncia","No hubo tentativa","71-84 años","61-70 años","Otro país","Otro país","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Diciembre","Expareja","No","Había denuncia","No hubo tentativa","41-50 años","31-40 años","Otro país","Otro país","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","51-60 años","31-40 años","España","España","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","61-70 años",">=85 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Diciembre","Pareja","Sí","No había denuncia","No hubo tentativa","71-84 años","71-84 años","Otro país","España","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2022","Diciembre","Pareja","Sí","Había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","",""
"Año 2022","Diciembre","Pareja","Sí","Había denuncia","No hubo tentativa","61-70 años","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2022","Diciembre","Pareja","Sí","Había denuncia","No hubo tentativa","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2022","Diciembre","Pareja","No","Había denuncia","Tentativa no consumada","31-40 años","18-20 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2022","Diciembre","Pareja","No consta","No había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2022","Diciembre","Pareja en fase de separación","Sí","Había denuncia","No hubo tentativa","51-60 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Enero","Expareja","No","Había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","Otro país","","","","","","","1.0","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Enero","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","",""
"Año 2023","Enero","Pareja","Sí","No había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Enero","Pareja","No consta","No había denuncia","No hubo tentativa","31-40 años","41-50 años","España","España","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Enero","Pareja en fase de separación","Sí","No había denuncia","Suicidio consumado","61-70 años","61-70 años","Otro país","Otro país","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Febrero","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","",""
"Año 2023","Febrero","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","16-17 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Marzo","Expareja","No","Había denuncia","No hubo tentativa","51-60 años","31-40 años","España","España","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Marzo","Pareja","Sí","No había denuncia","Tentativa no consumada","61-70 años","61-70 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2023","Abril","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","Otro país","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Abril","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Abril","Pareja","Sí","No había denuncia","Tentativa no consumada","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Mayo","Expareja","No","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","",""
"Año 2023","Mayo","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","31-40 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Mayo","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","21-30 años","Otro país","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Mayo","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","31-40 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2023","Mayo","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","51-60 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
