año,trimestre,provincia,total_llamadas,total_denuncias,total_victimas_mortales
2015,tercero,madrid,4653,4709.0,1
2015,tercero,malaga,925,1514.0,1
2015,tercero,melilla,46,68.0,0
2015,tercero,murcia,659,1310.0,0
2015,tercero,navarra,222,299.0,0
2015,tercero,orense,80,139.0,0
2015,tercero,palencia,48,48.0,0
2015,tercero,pontevedra,491,578.0,2
2015,tercero,rioja,92,158.0,0
2015,tercero,salamanca,109,65.0,0
2015,tercero,santa cruz de tenerife,584,1048.0,1
2015,tercero,segovia,47,63.0,0
2015,tercero,sevilla,1083,1860.0,0
2015,tercero,soria,13,25.0,0
2015,tercero,tarragona,253,559.0,0
2015,tercero,teruel,27,37.0,0
2015,tercero,toledo,384,444.0,0
2015,tercero,valencia,1333,2214.0,2
2015,tercero,valladolid,345,474.0,0
2015,tercero,vizcaya,350,519.0,1
2015,tercero,zamora,48,102.0,0
2015,tercero,zaragoza,356,391.0,0
2016,cuarto,alava,104,186.0,0
2016,cuarto,albacete,124,201.0,0
2016,cuarto,alicante,747,1867.0,1
2016,cuarto,almeria,221,645.0,0
2016,cuarto,asturias,358,640.0,0
2016,cuarto,avila,75,72.0,1
2016,cuarto,badajoz,221,429.0,0
2016,cuarto,barcelona,1993,3438.0,1
2016,cuarto,burgos,143,203.0,1
2016,cuarto,caceres,123,224.0,0
2016,cuarto,cadiz,449,852.0,0
2016,cuarto,cantabria,167,362.0,0
2016,cuarto,castellon,196,399.0,0
2016,cuarto,ciudad real,120,379.0,0
2016,cuarto,cordoba,277,366.0,0
2016,cuarto,coruña,406,604.0,1
2016,cuarto,cuenca,67,92.0,0
2016,cuarto,gerona,150,461.0,0
2016,cuarto,granada,401,910.0,1
2016,cuarto,guadalajara,85,109.0,0
2016,cuarto,guipuzcoa,122,325.0,0
2016,cuarto,huelva,247,476.0,0
2016,cuarto,huesca,35,58.0,0
2016,cuarto,islas baleares,465,1285.0,1
2016,cuarto,jaen,212,432.0,0
2016,cuarto,las palmas,558,1136.0,1
2016,cuarto,leon,161,242.0,1
2016,cuarto,lerida,79,233.0,0
2016,cuarto,lugo,96,170.0,0
2016,cuarto,madrid,4525,5203.0,1
2016,cuarto,malaga,778,1745.0,0
2016,cuarto,melilla,22,99.0,0
2016,cuarto,murcia,539,1620.0,0
2016,cuarto,navarra,172,385.0,0
2016,cuarto,orense,92,183.0,0
2016,cuarto,palencia,54,61.0,0
2016,cuarto,pontevedra,325,551.0,1
2016,cuarto,rioja,98,166.0,0
2016,cuarto,salamanca,120,73.0,1
2016,cuarto,santa cruz de tenerife,526,890.0,0
2016,cuarto,segovia,49,93.0,0
2016,cuarto,sevilla,1030,1702.0,1
2016,cuarto,soria,19,41.0,0
2016,cuarto,tarragona,252,551.0,1
2016,cuarto,teruel,31,43.0,0
2016,cuarto,toledo,300,304.0,0
2016,cuarto,valencia,1283,2644.0,0
2016,cuarto,valladolid,235,333.0,0
2016,cuarto,vizcaya,307,617.0,0
2016,cuarto,zamora,38,69.0,0
2016,cuarto,zaragoza,334,728.0,0
2016,primero,alava,89,221.0,0
2016,primero,albacete,98,177.0,0
2016,primero,alicante,803,1538.0,0
2016,primero,almeria,276,663.0,0
2016,primero,asturias,448,645.0,2
2016,primero,avila,68,60.0,0
2016,primero,badajoz,233,360.0,1
2016,primero,barcelona,2010,3463.0,0
2016,primero,burgos,117,170.0,0
2016,primero,caceres,146,252.0,0
2016,primero,cadiz,481,956.0,0
2016,primero,cantabria,237,325.0,0
2016,primero,castellon,182,385.0,0
2016,primero,ciudad real,162,411.0,0
2016,primero,cordoba,305,356.0,0
2016,primero,coruña,334,546.0,0
2016,primero,cuenca,72,134.0,0
2016,primero,gerona,153,520.0,0
2016,primero,granada,462,975.0,0
2016,primero,guadalajara,131,199.0,1
2016,primero,guipuzcoa,141,297.0,0
2016,primero,huelva,189,440.0,0
2016,primero,huesca,56,65.0,0
2016,primero,islas baleares,473,1105.0,2
2016,primero,jaen,246,374.0,0
2016,primero,las palmas,601,1228.0,0
2016,primero,leon,210,206.0,0
2016,primero,lerida,75,292.0,0
2016,primero,lugo,97,135.0,1
2016,primero,madrid,4359,5150.0,1
2016,primero,malaga,793,1580.0,1
2016,primero,melilla,40,67.0,0
2016,primero,murcia,570,1522.0,0
2016,primero,navarra,237,364.0,0
2016,primero,orense,107,144.0,0
2016,primero,palencia,53,65.0,0
2016,primero,pontevedra,425,530.0,0
2016,primero,rioja,97,166.0,0
2016,primero,salamanca,132,75.0,0
2016,primero,santa cruz de tenerife,653,1195.0,0
2016,primero,segovia,44,42.0,0
2016,primero,sevilla,1052,1683.0,0
2016,primero,soria,24,25.0,0
2016,primero,tarragona,298,448.0,1
2016,primero,teruel,37,41.0,0
2016,primero,toledo,314,276.0,0
2016,primero,valencia,1426,2424.0,2
2016,primero,valladolid,221,318.0,0
2016,primero,vizcaya,341,715.0,0
2016,primero,zamora,72,81.0,0
2016,primero,zaragoza,346,508.0,1
2016,segundo,alava,88,255.0,0
2016,segundo,albacete,108,211.0,0
2016,segundo,alicante,869,1997.0,1
2016,segundo,almeria,253,706.0,0
2016,segundo,asturias,401,674.0,0
2016,segundo,avila,46,62.0,0
2016,segundo,badajoz,247,453.0,0
2016,segundo,barcelona,1962,3627.0,2
2016,segundo,burgos,181,169.0,0
2016,segundo,caceres,127,210.0,0
2016,segundo,cadiz,475,918.0,0
2016,segundo,cantabria,212,395.0,0
2016,segundo,castellon,216,428.0,0
2016,segundo,ciudad real,147,423.0,0
2016,segundo,cordoba,277,431.0,0
2016,segundo,coruña,440,498.0,0
2016,segundo,cuenca,65,169.0,0
2016,segundo,gerona,137,509.0,0
2016,segundo,granada,460,1007.0,0
2016,segundo,guadalajara,121,172.0,0
2016,segundo,guipuzcoa,128,324.0,0
2016,segundo,huelva,209,516.0,0
2016,segundo,huesca,56,75.0,0
2016,segundo,islas baleares,489,1209.0,1
2016,segundo,jaen,216,417.0,0
2016,segundo,las palmas,533,1196.0,0
2016,segundo,leon,174,254.0,0
2016,segundo,lerida,78,249.0,0
2016,segundo,lugo,110,196.0,1
2016,segundo,madrid,4466,5537.0,1
2016,segundo,malaga,762,1483.0,0
2016,segundo,melilla,18,100.0,0
2016,segundo,murcia,550,1610.0,0
2016,segundo,navarra,198,339.0,0
2016,segundo,orense,116,124.0,0
2016,segundo,palencia,50,56.0,0
2016,segundo,pontevedra,324,571.0,0
2016,segundo,rioja,95,178.0,0
2016,segundo,salamanca,126,68.0,1
2016,segundo,santa cruz de tenerife,541,1226.0,1
2016,segundo,segovia,44,55.0,0
2016,segundo,sevilla,1034,1976.0,1
2016,segundo,soria,20,26.0,0
2016,segundo,tarragona,246,494.0,0
2016,segundo,teruel,23,42.0,0
2016,segundo,toledo,294,262.0,0
2016,segundo,valencia,1351,2599.0,0
2016,segundo,valladolid,269,358.0,0
2016,segundo,vizcaya,324,674.0,0
2016,segundo,zamora,57,89.0,0
2016,segundo,zaragoza,340,702.0,1
2016,tercero,alava,106,222.0,0
2016,tercero,albacete,143,228.0,0
2016,tercero,alicante,1001,2094.0,1
2016,tercero,almeria,358,661.0,0
2016,tercero,asturias,452,788.0,0
2016,tercero,avila,89,47.0,0
2016,tercero,badajoz,327,513.0,0
2016,tercero,barcelona,2597,3854.0,1
2016,tercero,burgos,181,221.0,1
2016,tercero,caceres,178,192.0,0
2016,tercero,cadiz,692,1015.0,0
2016,tercero,cantabria,279,425.0,0
2016,tercero,castellon,273,420.0,1
2016,tercero,ciudad real,212,446.0,0
2016,tercero,cordoba,372,358.0,0
2016,tercero,coruña,511,545.0,0
2016,tercero,cuenca,101,148.0,0
2016,tercero,gerona,240,559.0,0
2016,tercero,granada,584,991.0,0
2016,tercero,guadalajara,157,187.0,0
2016,tercero,guipuzcoa,138,361.0,0
2016,tercero,huelva,280,500.0,1
2016,tercero,huesca,84,89.0,0
2016,tercero,islas baleares,628,1669.0,2
2016,tercero,jaen,278,475.0,0
2016,tercero,las palmas,638,1243.0,2
2016,tercero,leon,194,308.0,0
2016,tercero,lerida,90,274.0,0
2016,tercero,lugo,93,190.0,0
2016,tercero,madrid,5450,5645.0,0
2016,tercero,malaga,1081,1914.0,0
2016,tercero,melilla,39,145.0,1
2016,tercero,murcia,709,1550.0,0
2016,tercero,navarra,257,414.0,0
2016,tercero,orense,107,138.0,0
2016,tercero,palencia,74,74.0,0
2016,tercero,pontevedra,450,558.0,0
2016,tercero,rioja,108,180.0,0
2016,tercero,salamanca,158,97.0,0
2016,tercero,santa cruz de tenerife,626,1290.0,0
2016,tercero,segovia,47,69.0,0
2016,tercero,sevilla,1231,1889.0,0
2016,tercero,soria,22,16.0,0
2016,tercero,tarragona,361,574.0,0
2016,tercero,teruel,50,65.0,0
2016,tercero,toledo,434,377.0,0
2016,tercero,valencia,1572,2636.0,0
2016,tercero,valladolid,297,365.0,0
2016,tercero,vizcaya,378,567.0,1
2016,tercero,zamora,65,70.0,0
2016,tercero,zaragoza,386,746.0,1
2017,cuarto,alava,73,205.0,1
2017,cuarto,albacete,77,217.0,0
2017,cuarto,alicante,663,1992.0,1
2017,cuarto,almeria,190,796.0,1
2017,cuarto,asturias,367,698.0,0
2017,cuarto,avila,83,55.0,0
2017,cuarto,badajoz,158,438.0,0
2017,cuarto,barcelona,1817,3900.0,3
2017,cuarto,burgos,130,223.0,0
2017,cuarto,caceres,78,214.0,0
2017,cuarto,cadiz,396,946.0,0
2017,cuarto,cantabria,166,436.0,0
2017,cuarto,castellon,198,479.0,2
2017,cuarto,ciudad real,113,368.0,0
2017,cuarto,cordoba,230,464.0,0
2017,cuarto,coruña,371,570.0,0
2017,cuarto,cuenca,83,167.0,0
2017,cuarto,gerona,143,473.0,0
2017,cuarto,granada,306,947.0,0
2017,cuarto,guadalajara,88,159.0,1
2017,cuarto,guipuzcoa,127,287.0,0
2017,cuarto,huelva,160,563.0,0
2017,cuarto,huesca,60,86.0,0
2017,cuarto,islas baleares,387,1291.0,0
2017,cuarto,jaen,167,515.0,0
2017,cuarto,las palmas,530,1219.0,0
2017,cuarto,leon,154,229.0,0
2017,cuarto,lerida,77,325.0,0
2017,cuarto,lugo,53,138.0,0
2017,cuarto,madrid,3908,6915.0,0
2017,cuarto,malaga,647,1939.0,0
2017,cuarto,melilla,24,74.0,0
2017,cuarto,murcia,492,1949.0,0
2017,cuarto,navarra,217,403.0,0
2017,cuarto,orense,55,204.0,0
2017,cuarto,palencia,72,96.0,0
2017,cuarto,pontevedra,274,581.0,0
2017,cuarto,rioja,97,168.0,0
2017,cuarto,salamanca,144,155.0,0
2017,cuarto,santa cruz de tenerife,575,1038.0,1
2017,cuarto,segovia,37,69.0,0
2017,cuarto,sevilla,795,2234.0,0
2017,cuarto,soria,22,41.0,0
2017,cuarto,tarragona,224,741.0,0
2017,cuarto,teruel,29,38.0,0
2017,cuarto,toledo,238,420.0,0
2017,cuarto,valencia,1067,3057.0,1
2017,cuarto,valladolid,267,377.0,0
2017,cuarto,vizcaya,286,702.0,0
2017,cuarto,zamora,40,55.0,0
2017,cuarto,zaragoza,310,835.0,0
2017,primero,alava,97,248.0,0
2017,primero,albacete,114,190.0,0
2017,primero,alicante,897,2195.0,1
2017,primero,almeria,244,705.0,1
2017,primero,asturias,444,723.0,0
2017,primero,avila,103,90.0,0
2017,primero,badajoz,228,430.0,1
2017,primero,barcelona,2220,3954.0,2
2017,primero,burgos,127,177.0,0
2017,primero,caceres,110,234.0,0
2017,primero,cadiz,521,1009.0,0
2017,primero,cantabria,220,433.0,0
2017,primero,castellon,215,456.0,0
2017,primero,ciudad real,139,366.0,2
2017,primero,cordoba,284,412.0,0
2017,primero,coruña,462,648.0,0
2017,primero,cuenca,80,294.0,0
2017,primero,gerona,134,534.0,0
2017,primero,granada,438,975.0,0
2017,primero,guadalajara,90,115.0,0
2017,primero,guipuzcoa,159,359.0,0
2017,primero,huelva,228,557.0,0
2017,primero,huesca,51,73.0,0
2017,primero,islas baleares,385,1200.0,0
2017,primero,jaen,224,444.0,0
2017,primero,las palmas,619,1214.0,1
2017,primero,leon,156,258.0,0
2017,primero,lerida,84,318.0,0
2017,primero,lugo,89,152.0,0
2017,primero,madrid,4752,6467.0,2
2017,primero,malaga,842,2087.0,0
2017,primero,melilla,29,169.0,0
2017,primero,murcia,543,1744.0,0
2017,primero,navarra,251,450.0,1
2017,primero,orense,82,156.0,1
2017,primero,palencia,77,106.0,0
2017,primero,pontevedra,315,618.0,1
2017,primero,rioja,85,160.0,0
2017,primero,salamanca,137,189.0,0
2017,primero,santa cruz de tenerife,538,955.0,0
2017,primero,segovia,34,100.0,0
2017,primero,sevilla,1017,2352.0,0
2017,primero,soria,13,26.0,0
2017,primero,tarragona,291,911.0,0
2017,primero,teruel,38,58.0,0
2017,primero,toledo,307,453.0,3
2017,primero,valencia,1446,2850.0,2
2017,primero,valladolid,235,282.0,0
2017,primero,vizcaya,307,726.0,0
2017,primero,zamora,47,87.0,0
2017,primero,zaragoza,273,800.0,0
2017,segundo,alava,72,242.0,0
2017,segundo,albacete,103,192.0,0
2017,segundo,alicante,943,2337.0,0
2017,segundo,almeria,224,952.0,1
2017,segundo,asturias,424,666.0,0
2017,segundo,avila,80,75.0,0
2017,segundo,badajoz,209,507.0,0
2017,segundo,barcelona,2237,4230.0,2
2017,segundo,burgos,105,233.0,0
2017,segundo,caceres,114,238.0,0
2017,segundo,cadiz,449,1093.0,0
2017,segundo,cantabria,171,469.0,0
2017,segundo,castellon,231,464.0,0
2017,segundo,ciudad real,130,380.0,0
2017,segundo,cordoba,258,448.0,0
2017,segundo,coruña,475,641.0,0
2017,segundo,cuenca,61,188.0,0
2017,segundo,gerona,190,572.0,0
2017,segundo,granada,405,1085.0,1
2017,segundo,guadalajara,122,135.0,0
2017,segundo,guipuzcoa,155,320.0,0
2017,segundo,huelva,183,626.0,0
2017,segundo,huesca,52,135.0,0
2017,segundo,islas baleares,429,1390.0,0
2017,segundo,jaen,186,505.0,0
2017,segundo,las palmas,576,1173.0,1
2017,segundo,leon,165,279.0,0
2017,segundo,lerida,90,256.0,0
2017,segundo,lugo,66,288.0,0
2017,segundo,madrid,4863,6872.0,4
2017,segundo,malaga,796,2003.0,0
2017,segundo,melilla,24,81.0,0
2017,segundo,murcia,545,2006.0,1
2017,segundo,navarra,196,561.0,0
2017,segundo,orense,95,192.0,0
2017,segundo,palencia,89,96.0,0
2017,segundo,pontevedra,313,659.0,0
2017,segundo,rioja,102,200.0,0
2017,segundo,salamanca,124,156.0,0
2017,segundo,santa cruz de tenerife,594,965.0,1
2017,segundo,segovia,54,76.0,0
2017,segundo,sevilla,1002,2361.0,2
2017,segundo,soria,21,43.0,0
2017,segundo,tarragona,284,867.0,1
2017,segundo,teruel,24,57.0,0
2017,segundo,toledo,303,507.0,0
2017,segundo,valencia,1312,2926.0,0
2017,segundo,valladolid,285,343.0,0
2017,segundo,vizcaya,312,733.0,0
2017,segundo,zamora,48,88.0,0
2017,segundo,zaragoza,337,778.0,0
2017,tercero,alava,80,240.0,0
2017,tercero,albacete,90,221.0,0
2017,tercero,alicante,823,2471.0,0
2017,tercero,almeria,238,846.0,0
2017,tercero,asturias,392,624.0,0
2017,tercero,avila,105,80.0,0
2017,tercero,badajoz,179,495.0,0
2017,tercero,barcelona,2002,4141.0,0
2017,tercero,burgos,113,212.0,0
2017,tercero,caceres,112,231.0,0
2017,tercero,cadiz,487,990.0,0
2017,tercero,cantabria,233,570.0,0
2017,tercero,castellon,233,479.0,0
2017,tercero,ciudad real,110,327.0,0
2017,tercero,cordoba,247,479.0,0
2017,tercero,coruña,373,583.0,0
2017,tercero,cuenca,65,147.0,0
2017,tercero,gerona,178,552.0,0
2017,tercero,granada,376,1075.0,1
2017,tercero,guadalajara,103,149.0,0
2017,tercero,guipuzcoa,122,365.0,0
2017,tercero,huelva,178,648.0,0
2017,tercero,huesca,55,108.0,0
2017,tercero,islas baleares,440,1531.0,0
2017,tercero,jaen,207,536.0,0
2017,tercero,las palmas,587,1360.0,0
2017,tercero,leon,195,258.0,0
2017,tercero,lerida,66,345.0,0
2017,tercero,lugo,67,151.0,0
2017,tercero,madrid,4416,6705.0,1
2017,tercero,malaga,720,1825.0,0
2017,tercero,melilla,23,60.0,0
2017,tercero,murcia,558,2140.0,2
2017,tercero,navarra,189,422.0,0
2017,tercero,orense,72,195.0,0
2017,tercero,palencia,56,106.0,0
2017,tercero,pontevedra,311,660.0,0
2017,tercero,rioja,94,199.0,0
2017,tercero,salamanca,151,166.0,0
2017,tercero,santa cruz de tenerife,546,1079.0,1
2017,tercero,segovia,45,85.0,0
2017,tercero,sevilla,817,2154.0,0
2017,tercero,soria,14,27.0,0
2017,tercero,tarragona,255,833.0,0
2017,tercero,teruel,32,47.0,0
2017,tercero,toledo,293,551.0,0
2017,tercero,valencia,1194,3021.0,1
2017,tercero,valladolid,218,393.0,0
2017,tercero,vizcaya,294,765.0,1
2017,tercero,zamora,55,79.0,0
2017,tercero,zaragoza,273,845.0,0
2018,cuarto,alava,66,228.0,0
2018,cuarto,albacete,84,219.0,0
2018,cuarto,alicante,683,2091.0,0
2018,cuarto,almeria,215,1126.0,0
2018,cuarto,asturias,338,795.0,0
2018,cuarto,avila,38,87.0,0
2018,cuarto,badajoz,211,449.0,0
2018,cuarto,barcelona,2455,3921.0,1
2018,cuarto,burgos,119,172.0,0
2018,cuarto,caceres,120,195.0,0
2018,cuarto,cadiz,327,1078.0,0
2018,cuarto,cantabria,210,479.0,0
2018,cuarto,castellon,124,440.0,0
2018,cuarto,ciudad real,102,400.0,0
2018,cuarto,cordoba,221,456.0,0
2018,cuarto,coruña,303,725.0,0
2018,cuarto,cuenca,57,182.0,0
2018,cuarto,gerona,121,633.0,1
2018,cuarto,granada,309,1015.0,0
2018,cuarto,guadalajara,88,208.0,0
2018,cuarto,guipuzcoa,145,373.0,0
2018,cuarto,huelva,134,493.0,0
2018,cuarto,huesca,36,106.0,2
2018,cuarto,islas baleares,375,1356.0,1
2018,cuarto,jaen,132,538.0,0
2018,cuarto,las palmas,610,1168.0,0
2018,cuarto,leon,111,257.0,0
2018,cuarto,lerida,71,376.0,0
2018,cuarto,lugo,47,215.0,0
2018,cuarto,madrid,3523,6848.0,1
2018,cuarto,malaga,683,1935.0,0
2018,cuarto,melilla,18,87.0,0
2018,cuarto,murcia,467,1720.0,1
2018,cuarto,navarra,169,526.0,1
2018,cuarto,orense,92,227.0,0
2018,cuarto,palencia,34,75.0,0
2018,cuarto,pontevedra,225,607.0,0
2018,cuarto,rioja,67,217.0,0
2018,cuarto,salamanca,119,164.0,0
2018,cuarto,santa cruz de tenerife,533,960.0,0
2018,cuarto,segovia,56,88.0,0
2018,cuarto,sevilla,785,1847.0,1
2018,cuarto,soria,20,44.0,0
2018,cuarto,tarragona,231,763.0,0
2018,cuarto,teruel,25,32.0,0
2018,cuarto,toledo,262,523.0,0
2018,cuarto,valencia,1164,3207.0,0
2018,cuarto,valladolid,220,373.0,0
2018,cuarto,vizcaya,295,750.0,0
2018,cuarto,zamora,35,65.0,0
2018,cuarto,zaragoza,272,899.0,0
2018,primero,alava,72,235.0,0
2018,primero,albacete,115,190.0,0
2018,primero,alicante,749,2207.0,0
2018,primero,almeria,205,807.0,1
2018,primero,asturias,361,800.0,1
2018,primero,avila,69,66.0,0
2018,primero,badajoz,155,426.0,0
2018,primero,barcelona,1980,4142.0,0
2018,primero,burgos,149,228.0,0
2018,primero,caceres,152,184.0,0
2018,primero,cadiz,427,917.0,0
2018,primero,cantabria,170,521.0,0
2018,primero,castellon,201,423.0,0
2018,primero,ciudad real,117,399.0,0
2018,primero,cordoba,231,435.0,0
2018,primero,coruña,329,471.0,0
2018,primero,cuenca,51,161.0,0
2018,primero,gerona,151,466.0,0
2018,primero,granada,330,805.0,1
2018,primero,guadalajara,67,169.0,0
2018,primero,guipuzcoa,102,369.0,0
2018,primero,huelva,194,555.0,0
2018,primero,huesca,53,108.0,0
2018,primero,islas baleares,353,1170.0,0
2018,primero,jaen,165,487.0,0
2018,primero,las palmas,508,1125.0,0
2018,primero,leon,128,256.0,0
2018,primero,lerida,79,372.0,0
2018,primero,lugo,69,130.0,0
2018,primero,madrid,4105,6431.0,0
2018,primero,malaga,636,1893.0,1
2018,primero,melilla,24,122.0,0
2018,primero,murcia,505,2088.0,0
2018,primero,navarra,179,445.0,0
2018,primero,orense,58,177.0,0
2018,primero,palencia,67,74.0,0
2018,primero,pontevedra,302,476.0,0
2018,primero,rioja,71,174.0,0
2018,primero,salamanca,130,177.0,0
2018,primero,santa cruz de tenerife,564,976.0,1
2018,primero,segovia,57,72.0,0
2018,primero,sevilla,799,1964.0,0
2018,primero,soria,26,26.0,0
2018,primero,tarragona,212,760.0,0
2018,primero,teruel,31,71.0,0
2018,primero,toledo,273,440.0,2
2018,primero,valencia,999,2735.0,0
2018,primero,valladolid,257,282.0,0
2018,primero,vizcaya,296,822.0,0
2018,primero,zamora,43,67.0,0
2018,primero,zaragoza,302,690.0,0
2018,segundo,alava,98,252.0,1
2018,segundo,albacete,79,222.0,0
2018,segundo,alicante,836,2268.0,0
2018,segundo,almeria,251,1236.0,0
2018,segundo,asturias,335,749.0,0
2018,segundo,avila,89,82.0,0
2018,segundo,badajoz,204,427.0,0
2018,segundo,barcelona,2201,4139.0,1
2018,segundo,burgos,179,179.0,1
2018,segundo,caceres,94,195.0,0
2018,segundo,cadiz,429,1048.0,0
2018,segundo,cantabria,187,424.0,0
2018,segundo,castellon,183,421.0,0
2018,segundo,ciudad real,114,401.0,0
2018,segundo,cordoba,270,465.0,0
2018,segundo,coruña,357,742.0,0
2018,segundo,cuenca,57,159.0,0
2018,segundo,gerona,158,505.0,1
2018,segundo,granada,373,797.0,2
2018,segundo,guadalajara,91,176.0,0
2018,segundo,guipuzcoa,107,333.0,0
2018,segundo,huelva,218,616.0,0
2018,segundo,huesca,33,94.0,0
2018,segundo,islas baleares,379,1287.0,1
2018,segundo,jaen,178,521.0,0
2018,segundo,las palmas,613,1151.0,1
2018,segundo,leon,159,239.0,0
2018,segundo,lerida,60,355.0,0
2018,segundo,lugo,74,169.0,0
2018,segundo,madrid,4146,6698.0,0
2018,segundo,malaga,679,2092.0,0
2018,segundo,melilla,23,134.0,0
2018,segundo,murcia,558,2117.0,1
2018,segundo,navarra,146,455.0,0
2018,segundo,orense,70,189.0,0
2018,segundo,palencia,70,79.0,0
2018,segundo,pontevedra,256,625.0,1
2018,segundo,rioja,59,203.0,0
2018,segundo,salamanca,101,137.0,0
2018,segundo,santa cruz de tenerife,578,856.0,0
2018,segundo,segovia,62,104.0,0
2018,segundo,sevilla,850,2107.0,0
2018,segundo,soria,23,30.0,0
2018,segundo,tarragona,209,850.0,0
2018,segundo,teruel,23,57.0,0
2018,segundo,toledo,297,433.0,0
2018,segundo,valencia,1185,3060.0,0
2018,segundo,valladolid,260,356.0,0
2018,segundo,vizcaya,292,846.0,0
2018,segundo,zamora,44,97.0,0
2018,segundo,zaragoza,273,900.0,1
2018,tercero,alava,87,225.0,0
2018,tercero,albacete,89,270.0,0
2018,tercero,alicante,806,2280.0,1
2018,tercero,almeria,249,1183.0,1
2018,tercero,asturias,340,765.0,2
2018,tercero,avila,73,86.0,0
2018,tercero,badajoz,211,406.0,0
2018,tercero,barcelona,2911,4041.0,5
2018,tercero,burgos,127,211.0,0
2018,tercero,caceres,141,188.0,0
2018,tercero,cadiz,414,1113.0,0
2018,tercero,cantabria,204,576.0,0
2018,tercero,castellon,202,467.0,1
2018,tercero,ciudad real,136,522.0,0
2018,tercero,cordoba,253,470.0,0
2018,tercero,coruña,409,714.0,2
2018,tercero,cuenca,95,193.0,0
2018,tercero,gerona,164,557.0,0
2018,tercero,granada,340,938.0,2
2018,tercero,guadalajara,111,217.0,0
2018,tercero,guipuzcoa,142,377.0,0
2018,tercero,huelva,211,552.0,1
2018,tercero,huesca,58,133.0,0
2018,tercero,islas baleares,426,1539.0,0
2018,tercero,jaen,126,485.0,1
2018,tercero,las palmas,554,1129.0,0
2018,tercero,leon,154,250.0,1
2018,tercero,lerida,95,426.0,0
2018,tercero,lugo,64,195.0,0
2018,tercero,madrid,4346,6988.0,4
2018,tercero,malaga,783,2058.0,1
2018,tercero,melilla,21,106.0,0
2018,tercero,murcia,545,2325.0,0
2018,tercero,navarra,200,461.0,1
2018,tercero,orense,91,213.0,0
2018,tercero,palencia,66,79.0,0
2018,tercero,pontevedra,311,662.0,0
2018,tercero,rioja,132,245.0,0
2018,tercero,salamanca,132,177.0,0
2018,tercero,santa cruz de tenerife,594,977.0,1
2018,tercero,segovia,42,88.0,0
2018,tercero,sevilla,811,1827.0,0
2018,tercero,soria,23,38.0,0
2018,tercero,tarragona,253,792.0,0
2018,tercero,teruel,26,68.0,0
2018,tercero,toledo,347,468.0,0
2018,tercero,valencia,1163,3321.0,0
2018,tercero,valladolid,292,349.0,0
2018,tercero,vizcaya,269,830.0,1
2018,tercero,zamora,69,85.0,0
2018,tercero,zaragoza,321,895.0,1
2019,cuarto,alava,73,239.0,0
2019,cuarto,albacete,81,253.0,0
2019,cuarto,alicante,821,2479.0,1
2019,cuarto,almeria,204,894.0,0
2019,cuarto,asturias,334,715.0,0
2019,cuarto,avila,66,110.0,0
2019,cuarto,badajoz,159,389.0,0
2019,cuarto,barcelona,2531,3723.0,3
2019,cuarto,burgos,104,247.0,0
2019,cuarto,caceres,100,229.0,0
2019,cuarto,cadiz,362,1175.0,0
2019,cuarto,cantabria,180,497.0,0
2019,cuarto,castellon,272,559.0,0
2019,cuarto,ciudad real,131,460.0,0
2019,cuarto,cordoba,229,503.0,1
2019,cuarto,coruña,326,653.0,0
2019,cuarto,cuenca,65,194.0,0
2019,cuarto,gerona,138,628.0,0
2019,cuarto,granada,294,950.0,1
2019,cuarto,guadalajara,87,299.0,0
2019,cuarto,guipuzcoa,104,393.0,0
2019,cuarto,huelva,177,530.0,0
2019,cuarto,huesca,34,98.0,0
2019,cuarto,islas baleares,333,1851.0,0
2019,cuarto,jaen,154,541.0,0
2019,cuarto,las palmas,570,1408.0,0
2019,cuarto,leon,137,216.0,0
2019,cuarto,lerida,52,380.0,0
2019,cuarto,lugo,42,200.0,0
2019,cuarto,madrid,3635,6707.0,0
2019,cuarto,malaga,727,2088.0,0
2019,cuarto,melilla,20,80.0,0
2019,cuarto,murcia,424,1732.0,0
2019,cuarto,navarra,167,451.0,0
2019,cuarto,orense,57,114.0,0
2019,cuarto,palencia,57,83.0,0
2019,cuarto,pontevedra,234,561.0,0
2019,cuarto,rioja,90,194.0,0
2019,cuarto,salamanca,69,108.0,0
2019,cuarto,santa cruz de tenerife,537,959.0,1
2019,cuarto,segovia,54,99.0,0
2019,cuarto,sevilla,758,1744.0,0
2019,cuarto,soria,13,46.0,0
2019,cuarto,tarragona,206,831.0,0
2019,cuarto,teruel,22,52.0,0
2019,cuarto,toledo,289,409.0,0
2019,cuarto,valencia,1152,3108.0,0
2019,cuarto,valladolid,200,286.0,0
2019,cuarto,vizcaya,223,825.0,0
2019,cuarto,zamora,64,79.0,0
2019,cuarto,zaragoza,283,863.0,0
2019,primero,alava,71,246.0,0
2019,primero,albacete,76,215.0,0
2019,primero,alicante,624,2217.0,1
2019,primero,almeria,161,1083.0,0
2019,primero,asturias,332,742.0,0
2019,primero,avila,53,129.0,0
2019,primero,badajoz,124,426.0,0
2019,primero,barcelona,2383,3899.0,0
2019,primero,burgos,110,190.0,0
2019,primero,caceres,79,177.0,0
2019,primero,cadiz,310,1088.0,0
2019,primero,cantabria,173,452.0,1
2019,primero,castellon,134,426.0,0
2019,primero,ciudad real,104,441.0,0
2019,primero,cordoba,173,422.0,0
2019,primero,coruña,284,814.0,0
2019,primero,cuenca,53,161.0,0
