año,trimestre,provincia,comunidad,numero_ordenes_proteccion
2015,cuarto,tarragona,cataluña,201
2015,cuarto,alicante,comunidad valenciana,460
2015,cuarto,castellon,comunidad valenciana,88
2015,cuarto,valencia,comunidad valenciana,501
2015,cuarto,badajoz,extremadura,106
2015,cuarto,caceres,extremadura,79
2015,cuarto,coruña,galicia,106
2015,cuarto,lugo,galicia,45
2015,cuarto,orense,galicia,66
2015,cuarto,pontevedra,galicia,179
2015,cuarto,madrid,madrid,1223
2015,cuarto,murcia,murcia,414
2015,cuarto,navarra,navarra,76
2015,cuarto,alava,pais vasco,22
2015,cuarto,guipuzcoa,pais vasco,81
2015,cuarto,vizcaya,pais vasco,101
2015,cuarto,rioja,la rioja,82
2015,cuarto,cuenca,castilla la mancha,15
2015,cuarto,melilla,melilla,13
2016,primero,almeria,andalucia,215
2016,primero,cadiz,andalucia,255
2016,primero,cordoba,andalucia,121
2016,primero,granada,andalucia,264
2016,primero,huelva,andalucia,109
2016,primero,jaen,andalucia,159
2016,primero,malaga,andalucia,393
2016,primero,sevilla,andalucia,482
2016,primero,huesca,aragon,33
2016,primero,teruel,aragon,20
2016,primero,zaragoza,aragon,239
2016,primero,asturias,asturias,215
2016,primero,islas baleares,islas baleares,178
2016,primero,las palmas,canarias,280
2016,primero,santa cruz de tenerife,canarias,291
2016,primero,cantabria,cantabria,93
2016,primero,avila,castilla y leon,30
2016,primero,burgos,castilla y leon,54
2016,primero,leon,castilla y leon,39
2016,primero,palencia,castilla y leon,26
2016,primero,salamanca,castilla y leon,18
2016,primero,segovia,castilla y leon,14
2016,primero,soria,castilla y leon,15
2016,primero,valladolid,castilla y leon,94
2016,primero,zamora,castilla y leon,37
2016,primero,albacete,castilla la mancha,57
2016,primero,ciudad real,castilla la mancha,116
2016,primero,cuenca,castilla la mancha,46
2016,primero,guadalajara,castilla la mancha,51
2016,primero,toledo,castilla la mancha,108
2016,primero,barcelona,cataluña,968
2016,primero,gerona,cataluña,129
2016,primero,lerida,cataluña,78
2016,primero,tarragona,cataluña,224
2016,primero,alicante,comunidad valenciana,377
2016,primero,castellon,comunidad valenciana,92
2016,primero,valencia,comunidad valenciana,549
2016,primero,badajoz,extremadura,116
2016,primero,caceres,extremadura,68
2016,primero,coruña,galicia,126
2016,primero,lugo,galicia,59
2016,primero,orense,galicia,92
2016,primero,pontevedra,galicia,93
2016,primero,madrid,madrid,1274
2016,primero,murcia,murcia,423
2016,primero,navarra,navarra,92
2016,primero,alava,pais vasco,24
2016,primero,guipuzcoa,pais vasco,65
2016,primero,vizcaya,pais vasco,94
2016,primero,rioja,la rioja,88
2016,primero,cuenca,castilla la mancha,21
2016,primero,melilla,melilla,15
2016,segundo,almeria,andalucia,266
2016,segundo,cadiz,andalucia,317
2016,segundo,cordoba,andalucia,112
2016,segundo,granada,andalucia,223
2016,segundo,huelva,andalucia,129
2016,segundo,jaen,andalucia,191
2016,segundo,malaga,andalucia,359
2016,segundo,sevilla,andalucia,504
2016,segundo,huesca,aragon,38
2016,segundo,teruel,aragon,10
2016,segundo,zaragoza,aragon,169
2016,segundo,asturias,asturias,213
2016,segundo,islas baleares,islas baleares,180
2016,segundo,las palmas,canarias,304
2016,segundo,santa cruz de tenerife,canarias,285
2016,segundo,cantabria,cantabria,89
2016,segundo,avila,castilla y leon,28
2016,segundo,burgos,castilla y leon,56
2016,segundo,leon,castilla y leon,63
2016,segundo,palencia,castilla y leon,24
2016,segundo,salamanca,castilla y leon,43
2016,segundo,segovia,castilla y leon,16
2016,segundo,soria,castilla y leon,16
2016,segundo,valladolid,castilla y leon,136
2016,segundo,zamora,castilla y leon,33
2016,segundo,albacete,castilla la mancha,46
2016,segundo,ciudad real,castilla la mancha,141
2016,segundo,cuenca,castilla la mancha,32
2016,segundo,guadalajara,castilla la mancha,63
2016,segundo,toledo,castilla la mancha,126
2016,segundo,barcelona,cataluña,880
2016,segundo,gerona,cataluña,138
2016,segundo,lerida,cataluña,94
2016,segundo,tarragona,cataluña,208
2016,segundo,alicante,comunidad valenciana,522
2016,segundo,castellon,comunidad valenciana,107
2016,segundo,valencia,comunidad valenciana,586
2016,segundo,badajoz,extremadura,128
2016,segundo,caceres,extremadura,68
2016,segundo,coruña,galicia,108
2016,segundo,lugo,galicia,61
2016,segundo,orense,galicia,82
2016,segundo,pontevedra,galicia,127
2016,segundo,madrid,madrid,1339
2016,segundo,murcia,murcia,480
2016,segundo,navarra,navarra,84
2016,segundo,alava,pais vasco,26
2016,segundo,guipuzcoa,pais vasco,81
2016,segundo,vizcaya,pais vasco,110
2016,segundo,rioja,la rioja,85
2016,segundo,cuenca,castilla la mancha,35
2016,segundo,melilla,melilla,26
2016,tercero,almeria,andalucia,257
2016,tercero,cadiz,andalucia,317
2016,tercero,cordoba,andalucia,104
2016,tercero,granada,andalucia,313
2016,tercero,huelva,andalucia,143
2016,tercero,jaen,andalucia,194
2016,tercero,malaga,andalucia,368
2016,tercero,sevilla,andalucia,484
2016,tercero,huesca,aragon,63
2016,tercero,teruel,aragon,17
2016,tercero,zaragoza,aragon,158
2016,tercero,asturias,asturias,201
2016,tercero,islas baleares,islas baleares,234
2016,tercero,las palmas,canarias,246
2016,tercero,santa cruz de tenerife,canarias,375
2016,tercero,cantabria,cantabria,77
2016,tercero,avila,castilla y leon,22
2016,tercero,burgos,castilla y leon,58
2016,tercero,leon,castilla y leon,59
2016,tercero,palencia,castilla y leon,31
2016,tercero,salamanca,castilla y leon,31
2016,tercero,segovia,castilla y leon,14
2016,tercero,soria,castilla y leon,13
2016,tercero,valladolid,castilla y leon,117
2016,tercero,zamora,castilla y leon,35
2016,tercero,albacete,castilla la mancha,114
2016,tercero,ciudad real,castilla la mancha,157
2016,tercero,cuenca,castilla la mancha,27
2016,tercero,guadalajara,castilla la mancha,69
2016,tercero,toledo,castilla la mancha,144
2016,tercero,barcelona,cataluña,966
2016,tercero,gerona,cataluña,139
2016,tercero,lerida,cataluña,70
2016,tercero,tarragona,cataluña,271
2016,tercero,alicante,comunidad valenciana,481
2016,tercero,castellon,comunidad valenciana,116
2016,tercero,valencia,comunidad valenciana,635
2016,tercero,badajoz,extremadura,149
2016,tercero,caceres,extremadura,69
2016,tercero,coruña,galicia,202
2016,tercero,lugo,galicia,54
2016,tercero,orense,galicia,108
2016,tercero,pontevedra,galicia,133
2016,tercero,madrid,madrid,1409
2016,tercero,murcia,murcia,453
2016,tercero,navarra,navarra,100
2016,tercero,alava,pais vasco,18
2016,tercero,guipuzcoa,pais vasco,83
2016,tercero,vizcaya,pais vasco,83
2016,tercero,rioja,la rioja,78
2016,tercero,cuenca,castilla la mancha,41
2016,tercero,melilla,melilla,17
2016,cuarto,almeria,andalucia,248
2016,cuarto,cadiz,andalucia,295
2016,cuarto,cordoba,andalucia,109
2016,cuarto,granada,andalucia,228
2016,cuarto,huelva,andalucia,115
2016,cuarto,jaen,andalucia,141
2016,cuarto,malaga,andalucia,386
2016,cuarto,sevilla,andalucia,444
2016,cuarto,huesca,aragon,26
2016,cuarto,teruel,aragon,24
2016,cuarto,zaragoza,aragon,160
2016,cuarto,asturias,asturias,199
2016,cuarto,islas baleares,islas baleares,163
2016,cuarto,las palmas,canarias,223
2016,cuarto,santa cruz de tenerife,canarias,340
2016,cuarto,cantabria,cantabria,77
2016,cuarto,avila,castilla y leon,32
2016,cuarto,burgos,castilla y leon,69
2016,cuarto,leon,castilla y leon,59
2016,cuarto,palencia,castilla y leon,32
2016,cuarto,salamanca,castilla y leon,35
2016,cuarto,segovia,castilla y leon,21
2016,cuarto,soria,castilla y leon,25
2016,cuarto,valladolid,castilla y leon,98
2016,cuarto,zamora,castilla y leon,30
2016,cuarto,albacete,castilla la mancha,73
2016,cuarto,ciudad real,castilla la mancha,183
2016,cuarto,cuenca,castilla la mancha,22
2016,cuarto,guadalajara,castilla la mancha,44
2016,cuarto,toledo,castilla la mancha,131
2016,cuarto,barcelona,cataluña,848
2016,cuarto,gerona,cataluña,129
2016,cuarto,lerida,cataluña,63
2016,cuarto,tarragona,cataluña,201
2016,cuarto,alicante,comunidad valenciana,444
2016,cuarto,castellon,comunidad valenciana,118
2016,cuarto,valencia,comunidad valenciana,590
2016,cuarto,badajoz,extremadura,116
2016,cuarto,caceres,extremadura,73
2016,cuarto,coruña,galicia,178
2016,cuarto,lugo,galicia,42
2016,cuarto,orense,galicia,80
2016,cuarto,pontevedra,galicia,148
2016,cuarto,madrid,madrid,1309
2016,cuarto,murcia,murcia,395
2016,cuarto,navarra,navarra,83
2016,cuarto,alava,pais vasco,23
2016,cuarto,guipuzcoa,pais vasco,62
2016,cuarto,vizcaya,pais vasco,100
2016,cuarto,rioja,la rioja,54
2016,cuarto,cuenca,castilla la mancha,34
2016,cuarto,melilla,melilla,13
2017,primero,almeria,andalucia,279
2017,primero,cadiz,andalucia,336
2017,primero,cordoba,andalucia,95
2017,primero,granada,andalucia,249
2017,primero,huelva,andalucia,112
2017,primero,jaen,andalucia,129
2017,primero,malaga,andalucia,365
2017,primero,sevilla,andalucia,412
2017,primero,huesca,aragon,33
2017,primero,teruel,aragon,20
2017,primero,zaragoza,aragon,142
2017,primero,asturias,asturias,187
2017,primero,islas baleares,islas baleares,195
2017,primero,las palmas,canarias,233
2017,primero,santa cruz de tenerife,canarias,343
2017,primero,cantabria,cantabria,70
2017,primero,avila,castilla y leon,26
2017,primero,burgos,castilla y leon,50
2017,primero,leon,castilla y leon,80
2017,primero,palencia,castilla y leon,25
2017,primero,salamanca,castilla y leon,30
2017,primero,segovia,castilla y leon,17
2017,primero,soria,castilla y leon,15
2017,primero,valladolid,castilla y leon,89
2017,primero,zamora,castilla y leon,47
2017,primero,albacete,castilla la mancha,50
2017,primero,ciudad real,castilla la mancha,140
2017,primero,cuenca,castilla la mancha,35
2017,primero,guadalajara,castilla la mancha,56
2017,primero,toledo,castilla la mancha,115
2017,primero,barcelona,cataluña,942
2017,primero,gerona,cataluña,115
2017,primero,lerida,cataluña,80
2017,primero,tarragona,cataluña,249
2017,primero,alicante,comunidad valenciana,492
2017,primero,castellon,comunidad valenciana,140
2017,primero,valencia,comunidad valenciana,603
2017,primero,badajoz,extremadura,128
2017,primero,caceres,extremadura,53
2017,primero,coruña,galicia,186
2017,primero,lugo,galicia,37
2017,primero,orense,galicia,100
2017,primero,pontevedra,galicia,146
2017,primero,madrid,madrid,1372
2017,primero,murcia,murcia,372
2017,primero,navarra,navarra,100
2017,primero,alava,pais vasco,23
2017,primero,guipuzcoa,pais vasco,74
2017,primero,vizcaya,pais vasco,111
2017,primero,rioja,la rioja,65
2017,primero,cuenca,castilla la mancha,62
2017,primero,melilla,melilla,13
2017,segundo,almeria,andalucia,293
2017,segundo,cadiz,andalucia,403
2017,segundo,cordoba,andalucia,124
2017,segundo,granada,andalucia,242
2017,segundo,huelva,andalucia,166
2017,segundo,jaen,andalucia,164
2017,segundo,malaga,andalucia,398
2017,segundo,sevilla,andalucia,544
2017,segundo,huesca,aragon,49
2017,segundo,teruel,aragon,27
2017,segundo,zaragoza,aragon,122
2017,segundo,asturias,asturias,216
2017,segundo,islas baleares,islas baleares,247
2017,segundo,las palmas,canarias,208
2017,segundo,santa cruz de tenerife,canarias,312
2017,segundo,cantabria,cantabria,80
2017,segundo,avila,castilla y leon,23
2017,segundo,burgos,castilla y leon,81
2017,segundo,leon,castilla y leon,81
2017,segundo,palencia,castilla y leon,15
2017,segundo,salamanca,castilla y leon,45
2017,segundo,segovia,castilla y leon,18
2017,segundo,soria,castilla y leon,27
2017,segundo,valladolid,castilla y leon,98
2017,segundo,zamora,castilla y leon,35
2017,segundo,albacete,castilla la mancha,65
2017,segundo,ciudad real,castilla la mancha,119
2017,segundo,cuenca,castilla la mancha,27
2017,segundo,guadalajara,castilla la mancha,76
2017,segundo,toledo,castilla la mancha,161
2017,segundo,barcelona,cataluña,953
2017,segundo,gerona,cataluña,154
2017,segundo,lerida,cataluña,85
2017,segundo,tarragona,cataluña,231
2017,segundo,alicante,comunidad valenciana,540
2017,segundo,castellon,comunidad valenciana,123
2017,segundo,valencia,comunidad valenciana,527
2017,segundo,badajoz,extremadura,134
2017,segundo,caceres,extremadura,59
2017,segundo,coruña,galicia,178
2017,segundo,lugo,galicia,56
2017,segundo,orense,galicia,106
2017,segundo,pontevedra,galicia,137
2017,segundo,madrid,madrid,1592
2017,segundo,murcia,murcia,373
2017,segundo,navarra,navarra,102
2017,segundo,alava,pais vasco,41
2017,segundo,guipuzcoa,pais vasco,70
2017,segundo,vizcaya,pais vasco,142
2017,segundo,rioja,la rioja,85
2017,segundo,cuenca,castilla la mancha,49
2017,segundo,melilla,melilla,39
2017,tercero,almeria,andalucia,268
2017,tercero,cadiz,andalucia,369
2017,tercero,cordoba,andalucia,111
2017,tercero,granada,andalucia,278
2017,tercero,huelva,andalucia,132
2017,tercero,jaen,andalucia,118
2017,tercero,malaga,andalucia,350
2017,tercero,sevilla,andalucia,503
2017,tercero,huesca,aragon,48
2017,tercero,teruel,aragon,13
2017,tercero,zaragoza,aragon,158
2017,tercero,asturias,asturias,215
2017,tercero,islas baleares,islas baleares,271
2017,tercero,las palmas,canarias,237
2017,tercero,santa cruz de tenerife,canarias,318
2017,tercero,cantabria,cantabria,92
2017,tercero,avila,castilla y leon,34
2017,tercero,burgos,castilla y leon,56
2017,tercero,leon,castilla y leon,87
2017,tercero,palencia,castilla y leon,11
2017,tercero,salamanca,castilla y leon,33
2017,tercero,segovia,castilla y leon,16
2017,tercero,soria,castilla y leon,16
2017,tercero,valladolid,castilla y leon,114
2017,tercero,zamora,castilla y leon,44
2017,tercero,albacete,castilla la mancha,74
2017,tercero,ciudad real,castilla la mancha,113
2017,tercero,cuenca,castilla la mancha,27
2017,tercero,guadalajara,castilla la mancha,64
2017,tercero,toledo,castilla la mancha,133
2017,tercero,barcelona,cataluña,959
2017,tercero,gerona,cataluña,138
2017,tercero,lerida,cataluña,66
2017,tercero,tarragona,cataluña,237
2017,tercero,alicante,comunidad valenciana,515
2017,tercero,castellon,comunidad valenciana,98
2017,tercero,valencia,comunidad valenciana,551
2017,tercero,badajoz,extremadura,159
2017,tercero,caceres,extremadura,58
2017,tercero,coruña,galicia,163
2017,tercero,lugo,galicia,62
2017,tercero,orense,galicia,100
2017,tercero,pontevedra,galicia,153
2017,tercero,madrid,madrid,1412
2017,tercero,murcia,murcia,408
2017,tercero,navarra,navarra,82
2017,tercero,alava,pais vasco,22
2017,tercero,guipuzcoa,pais vasco,69
2017,tercero,vizcaya,pais vasco,114
2017,tercero,rioja,la rioja,53
2017,tercero,cuenca,castilla la mancha,31
2017,tercero,melilla,melilla,22
2017,cuarto,almeria,andalucia,259
2017,cuarto,cadiz,andalucia,346
2017,cuarto,cordoba,andalucia,104
2017,cuarto,granada,andalucia,255
2017,cuarto,huelva,andalucia,115
2017,cuarto,jaen,andalucia,140
2017,cuarto,malaga,andalucia,349
2017,cuarto,sevilla,andalucia,475
2017,cuarto,huesca,aragon,39
2017,cuarto,teruel,aragon,9
2017,cuarto,zaragoza,aragon,125
2017,cuarto,asturias,asturias,204
2017,cuarto,islas baleares,islas baleares,193
2017,cuarto,las palmas,canarias,202
2017,cuarto,santa cruz de tenerife,canarias,272
2017,cuarto,cantabria,cantabria,54
2017,cuarto,avila,castilla y leon,26
2017,cuarto,burgos,castilla y leon,55
2017,cuarto,leon,castilla y leon,79
2017,cuarto,palencia,castilla y leon,15
2017,cuarto,salamanca,castilla y leon,41
2017,cuarto,segovia,castilla y leon,13
2017,cuarto,soria,castilla y leon,20
2017,cuarto,valladolid,castilla y leon,109
2017,cuarto,zamora,castilla y leon,26
2017,cuarto,albacete,castilla la mancha,64
2017,cuarto,ciudad real,castilla la mancha,101
2017,cuarto,cuenca,castilla la mancha,24
2017,cuarto,guadalajara,castilla la mancha,46
2017,cuarto,toledo,castilla la mancha,103
2017,cuarto,barcelona,cataluña,858
2017,cuarto,gerona,cataluña,88
2017,cuarto,lerida,cataluña,70
2017,cuarto,tarragona,cataluña,216
2017,cuarto,alicante,comunidad valenciana,449
2017,cuarto,castellon,comunidad valenciana,107
2017,cuarto,valencia,comunidad valenciana,546
2017,cuarto,badajoz,extremadura,140
2017,cuarto,caceres,extremadura,61
2017,cuarto,coruña,galicia,194
2017,cuarto,lugo,galicia,61
2017,cuarto,orense,galicia,116
2017,cuarto,pontevedra,galicia,133
2017,cuarto,madrid,madrid,1363
2017,cuarto,murcia,murcia,402
2017,cuarto,navarra,navarra,81
2017,cuarto,alava,pais vasco,32
2017,cuarto,guipuzcoa,pais vasco,68
2017,cuarto,vizcaya,pais vasco,106
2017,cuarto,rioja,la rioja,40
2017,cuarto,cuenca,castilla la mancha,26
2017,cuarto,melilla,melilla,13
2018,primero,almeria,andalucia,314
2018,primero,cadiz,andalucia,273
2018,primero,cordoba,andalucia,103
2018,primero,granada,andalucia,273
2018,primero,huelva,andalucia,170
2018,primero,jaen,andalucia,143
2018,primero,malaga,andalucia,283
2018,primero,sevilla,andalucia,440
2018,primero,huesca,aragon,33
2018,primero,teruel,aragon,21
2018,primero,zaragoza,aragon,109
2018,primero,asturias,asturias,194
2018,primero,islas baleares,islas baleares,192
2018,primero,las palmas,canarias,215
2018,primero,santa cruz de tenerife,canarias,267
2018,primero,cantabria,cantabria,87
2018,primero,avila,castilla y leon,18
2018,primero,burgos,castilla y leon,64
2018,primero,leon,castilla y leon,73
2018,primero,palencia,castilla y leon,12
2018,primero,salamanca,castilla y leon,37
2018,primero,segovia,castilla y leon,13
2018,primero,soria,castilla y leon,9
2018,primero,valladolid,castilla y leon,92
2018,primero,zamora,castilla y leon,38
2018,primero,albacete,castilla la mancha,86
2018,primero,ciudad real,castilla la mancha,105
2018,primero,cuenca,castilla la mancha,28
2018,primero,guadalajara,castilla la mancha,52
2018,primero,toledo,castilla la mancha,133
2018,primero,barcelona,cataluña,891
2018,primero,gerona,cataluña,127
2018,primero,lerida,cataluña,77
2018,primero,tarragona,cataluña,192
2018,primero,alicante,comunidad valenciana,458
2018,primero,castellon,comunidad valenciana,117
2018,primero,valencia,comunidad valenciana,538
2018,primero,badajoz,extremadura,111
2018,primero,caceres,extremadura,69
2018,primero,coruña,galicia,164
2018,primero,lugo,galicia,42
2018,primero,orense,galicia,133
2018,primero,pontevedra,galicia,120
2018,primero,madrid,madrid,1400
2018,primero,murcia,murcia,392
2018,primero,navarra,navarra,104
2018,primero,alava,pais vasco,29
2018,primero,guipuzcoa,pais vasco,67
2018,primero,vizcaya,pais vasco,87
2018,primero,rioja,la rioja,66
2018,primero,cuenca,castilla la mancha,38
2018,primero,melilla,melilla,5
2018,segundo,almeria,andalucia,415
2018,segundo,cadiz,andalucia,340
2018,segundo,cordoba,andalucia,95
2018,segundo,granada,andalucia,231
2018,segundo,huelva,andalucia,235
2018,segundo,jaen,andalucia,137
2018,segundo,malaga,andalucia,351
2018,segundo,sevilla,andalucia,460
2018,segundo,huesca,aragon,30
2018,segundo,teruel,aragon,11
2018,segundo,zaragoza,aragon,126
2018,segundo,asturias,asturias,216
2018,segundo,islas baleares,islas baleares,220
2018,segundo,las palmas,canarias,186
2018,segundo,santa cruz de tenerife,canarias,384
2018,segundo,cantabria,cantabria,94
2018,segundo,avila,castilla y leon,23
2018,segundo,burgos,castilla y leon,64
2018,segundo,leon,castilla y leon,55
2018,segundo,palencia,castilla y leon,14
2018,segundo,salamanca,castilla y leon,37
2018,segundo,segovia,castilla y leon,14
2018,segundo,soria,castilla y leon,19
2018,segundo,valladolid,castilla y leon,101
2018,segundo,zamora,castilla y leon,41
2018,segundo,albacete,castilla la mancha,81
2018,segundo,ciudad real,castilla la mancha,92
2018,segundo,cuenca,castilla la mancha,43
2018,segundo,guadalajara,castilla la mancha,59
2018,segundo,toledo,castilla la mancha,157
2018,segundo,barcelona,cataluña,970
2018,segundo,gerona,cataluña,85
2018,segundo,lerida,cataluña,66
2018,segundo,tarragona,cataluña,259
2018,segundo,alicante,comunidad valenciana,494
2018,segundo,castellon,comunidad valenciana,127
2018,segundo,valencia,comunidad valenciana,617
2018,segundo,badajoz,extremadura,143
2018,segundo,caceres,extremadura,84
2018,segundo,coruña,galicia,204
2018,segundo,lugo,galicia,38
2018,segundo,orense,galicia,121
2018,segundo,pontevedra,galicia,119
2018,segundo,madrid,madrid,1432
2018,segundo,murcia,murcia,422
2018,segundo,navarra,navarra,83
2018,segundo,alava,pais vasco,46
2018,segundo,guipuzcoa,pais vasco,82
2018,segundo,vizcaya,pais vasco,73
2018,segundo,rioja,la rioja,73
2018,segundo,cuenca,castilla la mancha,30
2018,segundo,melilla,melilla,7
2018,tercero,almeria,andalucia,343
2018,tercero,cadiz,andalucia,300
2018,tercero,cordoba,andalucia,106
2018,tercero,granada,andalucia,300
2018,tercero,huelva,andalucia,178
2018,tercero,jaen,andalucia,130
2018,tercero,malaga,andalucia,379
2018,tercero,sevilla,andalucia,510
2018,tercero,huesca,aragon,34
2018,tercero,teruel,aragon,15
2018,tercero,zaragoza,aragon,127
2018,tercero,asturias,asturias,229
2018,tercero,islas baleares,islas baleares,262
2018,tercero,las palmas,canarias,183
2018,tercero,santa cruz de tenerife,canarias,452
2018,tercero,cantabria,cantabria,94
2018,tercero,avila,castilla y leon,32
2018,tercero,burgos,castilla y leon,52
2018,tercero,leon,castilla y leon,74
2018,tercero,palencia,castilla y leon,21
2018,tercero,salamanca,castilla y leon,27
2018,tercero,segovia,castilla y leon,18
2018,tercero,soria,castilla y leon,19
2018,tercero,valladolid,castilla y leon,111
2018,tercero,zamora,castilla y leon,31
2018,tercero,albacete,castilla la mancha,102
2018,tercero,ciudad real,castilla la mancha,125
2018,tercero,cuenca,castilla la mancha,45
2018,tercero,guadalajara,castilla la mancha,74
2018,tercero,toledo,castilla la mancha,154
2018,tercero,barcelona,cataluña,952
2018,tercero,gerona,cataluña,140
2018,tercero,lerida,cataluña,65
2018,tercero,tarragona,cataluña,163
2018,tercero,alicante,comunidad valenciana,503
2018,tercero,castellon,comunidad valenciana,127
2018,tercero,valencia,comunidad valenciana,719
2018,tercero,badajoz,extremadura,137
2018,tercero,caceres,extremadura,50
2018,tercero,coruña,galicia,201
2018,tercero,lugo,galicia,52
2018,tercero,orense,galicia,117
2018,tercero,pontevedra,galicia,153
2018,tercero,madrid,madrid,1523
2018,tercero,murcia,murcia,430
2018,tercero,navarra,navarra,90
2018,tercero,alava,pais vasco,41
2018,tercero,guipuzcoa,pais vasco,74
2018,tercero,vizcaya,pais vasco,66
2018,tercero,rioja,la rioja,90
2018,tercero,cuenca,castilla la mancha,31
2018,tercero,melilla,melilla,6
2018,cuarto,almeria,andalucia,306
2018,cuarto,cadiz,andalucia,359
2018,cuarto,cordoba,andalucia,102
2018,cuarto,granada,andalucia,242
2018,cuarto,huelva,andalucia,162
2018,cuarto,jaen,andalucia,94
2018,cuarto,malaga,andalucia,388
2018,cuarto,sevilla,andalucia,443
2018,cuarto,huesca,aragon,53
2018,cuarto,teruel,aragon,11
2018,cuarto,zaragoza,aragon,145
2018,cuarto,asturias,asturias,208
2018,cuarto,islas baleares,islas baleares,308
2018,cuarto,las palmas,canarias,202
2018,cuarto,santa cruz de tenerife,canarias,310
2018,cuarto,cantabria,cantabria,77
2018,cuarto,avila,castilla y leon,25
2018,cuarto,burgos,castilla y leon,57
2018,cuarto,leon,castilla y leon,60
2018,cuarto,palencia,castilla y leon,23
2018,cuarto,salamanca,castilla y leon,35
2018,cuarto,segovia,castilla y leon,13
2018,cuarto,soria,castilla y leon,26
2018,cuarto,valladolid,castilla y leon,106
2018,cuarto,zamora,castilla y leon,33
2018,cuarto,albacete,castilla la mancha,75
2018,cuarto,ciudad real,castilla la mancha,113
2018,cuarto,cuenca,castilla la mancha,50
2018,cuarto,guadalajara,castilla la mancha,39
2018,cuarto,toledo,castilla la mancha,158
2018,cuarto,barcelona,cataluña,874
2018,cuarto,gerona,cataluña,109
2018,cuarto,lerida,cataluña,88
2018,cuarto,tarragona,cataluña,194
2018,cuarto,alicante,comunidad valenciana,596
2018,cuarto,castellon,comunidad valenciana,130
2018,cuarto,valencia,comunidad valenciana,643
2018,cuarto,badajoz,extremadura,146
2018,cuarto,caceres,extremadura,94
2018,cuarto,coruña,galicia,198
2018,cuarto,lugo,galicia,64
2018,cuarto,orense,galicia,162
2018,cuarto,pontevedra,galicia,133
2018,cuarto,madrid,madrid,1463
2018,cuarto,murcia,murcia,404
2018,cuarto,navarra,navarra,91
2018,cuarto,alava,pais vasco,31
2018,cuarto,guipuzcoa,pais vasco,62
2018,cuarto,vizcaya,pais vasco,85
2018,cuarto,rioja,la rioja,78
2018,cuarto,cuenca,castilla la mancha,38
2018,cuarto,melilla,melilla,3
2019,primero,almeria,andalucia,367
2019,primero,cadiz,andalucia,264
2019,primero,cordoba,andalucia,110
2019,primero,granada,andalucia,196
2019,primero,huelva,andalucia,139
2019,primero,jaen,andalucia,87
2019,primero,malaga,andalucia,342
2019,primero,sevilla,andalucia,415
2019,primero,huesca,aragon,45
2019,primero,teruel,aragon,20
2019,primero,zaragoza,aragon,183
2019,primero,asturias,asturias,215
2019,primero,islas baleares,islas baleares,251
2019,primero,las palmas,canarias,240
2019,primero,santa cruz de tenerife,canarias,473
2019,primero,cantabria,cantabria,55
2019,primero,avila,castilla y leon,34
2019,primero,burgos,castilla y leon,53
2019,primero,leon,castilla y leon,53
2019,primero,palencia,castilla y leon,17
2019,primero,salamanca,castilla y leon,28
2019,primero,segovia,castilla y leon,12
2019,primero,soria,castilla y leon,10
2019,primero,valladolid,castilla y leon,101
2019,primero,zamora,castilla y leon,24
2019,primero,albacete,castilla la mancha,80
2019,primero,ciudad real,castilla la mancha,114
2019,primero,cuenca,castilla la mancha,44
2019,primero,guadalajara,castilla la mancha,68
2019,primero,toledo,castilla la mancha,131
2019,primero,barcelona,cataluña,945
2019,primero,gerona,cataluña,111
2019,primero,lerida,cataluña,70
2019,primero,tarragona,cataluña,242
2019,primero,alicante,comunidad valenciana,554
2019,primero,castellon,comunidad valenciana,118
2019,primero,valencia,comunidad valenciana,615
2019,primero,badajoz,extremadura,145
2019,primero,caceres,extremadura,58
2019,primero,coruña,galicia,162
2019,primero,lugo,galicia,46
2019,primero,orense,galicia,90
2019,primero,pontevedra,galicia,135
2019,primero,madrid,madrid,1405
2019,primero,murcia,murcia,303
2019,primero,navarra,navarra,80
2019,primero,alava,pais vasco,36
2019,primero,guipuzcoa,pais vasco,51
2019,primero,vizcaya,pais vasco,101
2019,primero,rioja,la rioja,67
2019,primero,cuenca,castilla la mancha,21
2019,primero,melilla,melilla,4
2019,segundo,almeria,andalucia,490
2019,segundo,cadiz,andalucia,380
2019,segundo,cordoba,andalucia,109
2019,segundo,granada,andalucia,199
2019,segundo,huelva,andalucia,123
2019,segundo,jaen,andalucia,88
2019,segundo,malaga,andalucia,298
2019,segundo,sevilla,andalucia,423
2019,segundo,huesca,aragon,59
2019,segundo,teruel,aragon,29
2019,segundo,zaragoza,aragon,160
2019,segundo,asturias,asturias,201
2019,segundo,islas baleares,islas baleares,295
2019,segundo,las palmas,canarias,249
2019,segundo,santa cruz de tenerife,canarias,404
2019,segundo,cantabria,cantabria,71
2019,segundo,avila,castilla y leon,34
2019,segundo,burgos,castilla y leon,59
2019,segundo,leon,castilla y leon,52
2019,segundo,palencia,castilla y leon,17
2019,segundo,salamanca,castilla y leon,49
2019,segundo,segovia,castilla y leon,17
2019,segundo,soria,castilla y leon,21
2019,segundo,valladolid,castilla y leon,99
2019,segundo,zamora,castilla y leon,29
2019,segundo,albacete,castilla la mancha,88
2019,segundo,ciudad real,castilla la mancha,125
2019,segundo,cuenca,castilla la mancha,51
2019,segundo,guadalajara,castilla la mancha,65
2019,segundo,toledo,castilla la mancha,121
