año,trimestre,provincia,comunidad,numero_ordenes_proteccion
2022,cuarto,zamora,castilla y leon,26
2022,cuarto,albacete,castilla la mancha,87
2022,cuarto,ciudad real,castilla la mancha,111
2022,cuarto,cuenca,castilla la mancha,43
2022,cuarto,guadalajara,castilla la mancha,36
2022,cuarto,toledo,castilla la mancha,119
2022,cuarto,barcelona,cataluña,802
2022,cuarto,gerona,cataluña,150
2022,cuarto,lerida,cataluña,95
2022,cuarto,tarragona,cataluña,155
2022,cuarto,alicante,comunidad valenciana,514
2022,cuarto,castellon,comunidad valenciana,91
2022,cuarto,valencia,comunidad valenciana,716
2022,cuarto,badajoz,extremadura,122
2022,cuarto,caceres,extremadura,78
2022,cuarto,coruña,galicia,201
2022,cuarto,lugo,galicia,52
2022,cuarto,orense,galicia,55
2022,cuarto,pontevedra,galicia,144
2022,cuarto,madrid,madrid,1375
2022,cuarto,murcia,murcia,393
2022,cuarto,navarra,navarra,98
2022,cuarto,alava,pais vasco,42
2022,cuarto,guipuzcoa,pais vasco,56
2022,cuarto,vizcaya,pais vasco,159
2022,cuarto,rioja,la rioja,57
2022,cuarto,cuenca,castilla la mancha,18
2022,cuarto,melilla,melilla,10
2023,primero,almeria,andalucia,253
2023,primero,cadiz,andalucia,221
2023,primero,cordoba,andalucia,105
2023,primero,granada,andalucia,198
2023,primero,huelva,andalucia,153
2023,primero,jaen,andalucia,134
2023,primero,malaga,andalucia,357
2023,primero,sevilla,andalucia,523
2023,primero,huesca,aragon,51
2023,primero,teruel,aragon,18
2023,primero,zaragoza,aragon,162
2023,primero,asturias,asturias,234
2023,primero,islas baleares,islas baleares,341
2023,primero,las palmas,canarias,233
2023,primero,santa cruz de tenerife,canarias,180
2023,primero,cantabria,cantabria,111
2023,primero,avila,castilla y leon,34
2023,primero,burgos,castilla y leon,98
2023,primero,leon,castilla y leon,68
2023,primero,palencia,castilla y leon,31
2023,primero,salamanca,castilla y leon,48
2023,primero,segovia,castilla y leon,19
2023,primero,soria,castilla y leon,29
2023,primero,valladolid,castilla y leon,102
2023,primero,zamora,castilla y leon,45
2023,primero,albacete,castilla la mancha,86
2023,primero,ciudad real,castilla la mancha,114
2023,primero,cuenca,castilla la mancha,32
2023,primero,guadalajara,castilla la mancha,70
2023,primero,toledo,castilla la mancha,176
2023,primero,barcelona,cataluña,987
2023,primero,gerona,cataluña,138
2023,primero,lerida,cataluña,88
2023,primero,tarragona,cataluña,178
2023,primero,alicante,comunidad valenciana,577
2023,primero,castellon,comunidad valenciana,103
2023,primero,valencia,comunidad valenciana,606
2023,primero,badajoz,extremadura,145
2023,primero,caceres,extremadura,53
2023,primero,coruña,galicia,232
2023,primero,lugo,galicia,56
2023,primero,orense,galicia,56
2023,primero,pontevedra,galicia,151
2023,primero,madrid,madrid,1444
2023,primero,murcia,murcia,375
2023,primero,navarra,navarra,92
2023,primero,alava,pais vasco,18
2023,primero,guipuzcoa,pais vasco,48
2023,primero,vizcaya,pais vasco,187
2023,primero,rioja,la rioja,78
2023,primero,cuenca,castilla la mancha,30
2023,primero,melilla,melilla,11
2023,segundo,almeria,andalucia,229
2023,segundo,cadiz,andalucia,270
2023,segundo,cordoba,andalucia,115
2023,segundo,granada,andalucia,257
2023,segundo,huelva,andalucia,172
2023,segundo,jaen,andalucia,193
2023,segundo,malaga,andalucia,379
2023,segundo,sevilla,andalucia,536
2023,segundo,huesca,aragon,45
2023,segundo,teruel,aragon,22
2023,segundo,zaragoza,aragon,169
2023,segundo,asturias,asturias,213
2023,segundo,islas baleares,islas baleares,381
2023,segundo,las palmas,canarias,221
2023,segundo,santa cruz de tenerife,canarias,250
2023,segundo,cantabria,cantabria,127
2023,segundo,avila,castilla y leon,36
2023,segundo,burgos,castilla y leon,78
2023,segundo,leon,castilla y leon,90
2023,segundo,palencia,castilla y leon,35
2023,segundo,salamanca,castilla y leon,44
2023,segundo,segovia,castilla y leon,22
2023,segundo,soria,castilla y leon,26
2023,segundo,valladolid,castilla y leon,111
2023,segundo,zamora,castilla y leon,47
2023,segundo,albacete,castilla la mancha,94
2023,segundo,ciudad real,castilla la mancha,143
2023,segundo,cuenca,castilla la mancha,40
2023,segundo,guadalajara,castilla la mancha,54
2023,segundo,toledo,castilla la mancha,161
2023,segundo,barcelona,cataluña,1003
2023,segundo,gerona,cataluña,154
2023,segundo,lerida,cataluña,128
2023,segundo,tarragona,cataluña,201
2023,segundo,alicante,comunidad valenciana,704
2023,segundo,castellon,comunidad valenciana,117
2023,segundo,valencia,comunidad valenciana,612
2023,segundo,badajoz,extremadura,129
2023,segundo,caceres,extremadura,58
2023,segundo,coruña,galicia,208
2023,segundo,lugo,galicia,63
2023,segundo,orense,galicia,54
2023,segundo,pontevedra,galicia,152
2023,segundo,madrid,madrid,1508
2023,segundo,murcia,murcia,440
2023,segundo,navarra,navarra,117
2023,segundo,alava,pais vasco,37
2023,segundo,guipuzcoa,pais vasco,50
2023,segundo,vizcaya,pais vasco,190
2023,segundo,rioja,la rioja,73
2023,segundo,cuenca,castilla la mancha,25
2023,segundo,melilla,melilla,23
