año,trimestre,llamante,almeria,cadiz,cordoba,granada,huelva,jaen,malaga,sevilla,huesca,teruel,zaragoza,asturias,illes balears,las palmas,santa cruz de tenerife,cantabria,avila,burgos,leon,palencia,salamanca,segovia,soria,valladolid,zamora,albacete,ciudad real,cuenca,guadalajara,toledo,barcelona,girona,lleida,tarragona,alicante/alacant,castellon/castello,valencia/valencia,badajoz,caceres,a coruna,lugo,ourense,pontevedra,madrid,murcia,navarra,araba/alava,bizkaia,gipuzkoa,la rioja,ceuta,melilla,no consta
2020,primero,desconocido,5.0,14.0,5.0,11.0,17.0,3.0,31.0,45.0,2.0,1.0,15.0,17.0,14.0,23.0,19.0,8.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,10.0,50.0,3.0,2.0,3.0,31.0,9.0,67.0,11.0,2.0,12.0,3.0,2.0,13.0,153.0,15.0,4.0,1.0,9.0,2.0,2.0,2.0,1.0,45.0
2020,primero,0,2.0,3.0,1.0,4.0,0.0,0.0,4.0,10.0,0.0,1.0,4.0,9.0,5.0,8.0,7.0,2.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,14.0,0.0,0.0,3.0,14.0,4.0,21.0,3.0,0.0,0.0,2.0,0.0,2.0,43.0,10.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,224.0
2020,segundo,usuaria,189.0,345.0,197.0,265.0,121.0,156.0,739.0,744.0,21.0,18.0,265.0,322.0,389.0,592.0,469.0,176.0,66.0,108.0,149.0,52.0,83.0,61.0,9.0,270.0,51.0,88.0,95.0,35.0,91.0,311.0,1840.0,158.0,64.0,251.0,794.0,230.0,1116.0,166.0,82.0,295.0,58.0,63.0,257.0,3484.0,475.0,161.0,55.0,234.0,106.0,63.0,28.0,26.0,1008.0
2020,segundo,familiar,72.0,173.0,101.0,135.0,46.0,63.0,297.0,326.0,11.0,7.0,117.0,135.0,167.0,220.0,180.0,64.0,19.0,45.0,47.0,18.0,45.0,11.0,10.0,91.0,7.0,29.0,39.0,13.0,32.0,109.0,750.0,52.0,42.0,78.0,202.0,84.0,327.0,66.0,26.0,135.0,29.0,20.0,93.0,1312.0,169.0,62.0,23.0,75.0,35.0,22.0,10.0,15.0,280.0
2020,segundo,desconocido,10.0,19.0,8.0,19.0,10.0,16.0,43.0,51.0,4.0,0.0,20.0,18.0,26.0,28.0,20.0,13.0,2.0,10.0,7.0,0.0,8.0,5.0,0.0,5.0,0.0,2.0,7.0,2.0,6.0,12.0,75.0,7.0,2.0,5.0,44.0,11.0,82.0,8.0,6.0,19.0,0.0,1.0,14.0,212.0,26.0,9.0,4.0,11.0,7.0,3.0,4.0,0.0,35.0
2020,segundo,0,5.0,10.0,4.0,7.0,3.0,2.0,15.0,14.0,0.0,0.0,6.0,10.0,8.0,13.0,13.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,43.0,3.0,3.0,7.0,18.0,8.0,25.0,2.0,0.0,10.0,0.0,1.0,7.0,74.0,12.0,4.0,3.0,5.0,0.0,0.0,1.0,0.0,319.0
2020,tercero,usuaria,173.0,287.0,148.0,277.0,110.0,137.0,546.0,616.0,31.0,14.0,226.0,273.0,287.0,435.0,436.0,133.0,63.0,90.0,165.0,39.0,107.0,37.0,42.0,236.0,32.0,71.0,97.0,40.0,76.0,208.0,1532.0,111.0,53.0,232.0,633.0,295.0,968.0,180.0,69.0,284.0,44.0,69.0,215.0,2951.0,430.0,131.0,54.0,200.0,106.0,73.0,16.0,11.0,637.0
2020,tercero,familiar,66.0,134.0,64.0,133.0,67.0,55.0,259.0,237.0,22.0,2.0,86.0,91.0,115.0,177.0,162.0,42.0,9.0,19.0,44.0,13.0,32.0,10.0,4.0,69.0,13.0,39.0,37.0,13.0,18.0,67.0,523.0,44.0,20.0,74.0,208.0,48.0,277.0,72.0,39.0,84.0,15.0,30.0,68.0,990.0,139.0,51.0,23.0,70.0,41.0,27.0,6.0,4.0,166.0
2020,tercero,desconocido,13.0,19.0,7.0,21.0,18.0,8.0,43.0,54.0,8.0,0.0,14.0,10.0,16.0,30.0,16.0,7.0,2.0,0.0,5.0,2.0,6.0,1.0,0.0,5.0,1.0,3.0,9.0,7.0,5.0,10.0,56.0,5.0,5.0,9.0,42.0,15.0,71.0,2.0,3.0,16.0,0.0,2.0,11.0,149.0,15.0,5.0,2.0,5.0,4.0,2.0,1.0,2.0,35.0
2020,tercero,0,3.0,6.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,6.0,3.0,12.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,24.0,1.0,3.0,4.0,8.0,3.0,16.0,2.0,0.0,0.0,0.0,1.0,2.0,31.0,8.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,306.0
2020,cuarto,usuaria,94.0,246.0,112.0,152.0,67.0,107.0,417.0,420.0,22.0,7.0,162.0,207.0,252.0,416.0,305.0,97.0,41.0,91.0,78.0,26.0,61.0,27.0,19.0,131.0,21.0,31.0,87.0,22.0,81.0,177.0,1065.0,86.0,37.0,145.0,474.0,168.0,714.0,128.0,62.0,186.0,49.0,33.0,164.0,2385.0,275.0,109.0,47.0,151.0,74.0,59.0,12.0,16.0,408.0
2020,cuarto,familiar,42.0,109.0,48.0,75.0,27.0,28.0,147.0,193.0,10.0,14.0,58.0,62.0,89.0,121.0,132.0,47.0,11.0,18.0,23.0,10.0,21.0,9.0,2.0,57.0,7.0,17.0,28.0,13.0,24.0,69.0,369.0,30.0,16.0,38.0,124.0,33.0,201.0,36.0,16.0,58.0,19.0,16.0,54.0,756.0,105.0,18.0,12.0,55.0,24.0,21.0,7.0,10.0,132.0
2020,cuarto,desconocido,5.0,16.0,6.0,14.0,8.0,4.0,20.0,35.0,2.0,0.0,7.0,12.0,16.0,26.0,20.0,5.0,2.0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,31.0,1.0,1.0,2.0,30.0,11.0,53.0,2.0,1.0,5.0,2.0,2.0,5.0,113.0,16.0,9.0,2.0,3.0,0.0,4.0,0.0,2.0,32.0
2020,cuarto,0,1.0,3.0,0.0,1.0,2.0,2.0,3.0,4.0,1.0,0.0,2.0,3.0,5.0,12.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,23.0,0.0,0.0,2.0,9.0,2.0,6.0,2.0,1.0,4.0,0.0,3.0,1.0,44.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,247.0
2021,primero,usuaria,130.0,242.0,141.0,166.0,75.0,92.0,404.0,484.0,22.0,17.0,183.0,290.0,200.0,442.0,370.0,116.0,58.0,63.0,82.0,27.0,41.0,20.0,14.0,143.0,34.0,52.0,70.0,24.0,63.0,200.0,1275.0,98.0,47.0,147.0,601.0,204.0,886.0,106.0,70.0,271.0,40.0,52.0,173.0,2358.0,323.0,107.0,52.0,165.0,76.0,51.0,5.0,6.0,409.0
2021,primero,familiar,47.0,77.0,63.0,94.0,55.0,39.0,156.0,180.0,17.0,2.0,57.0,71.0,77.0,113.0,115.0,56.0,11.0,23.0,26.0,6.0,26.0,14.0,4.0,41.0,5.0,15.0,38.0,13.0,10.0,62.0,389.0,36.0,20.0,57.0,128.0,39.0,212.0,41.0,20.0,60.0,14.0,18.0,65.0,764.0,104.0,49.0,16.0,68.0,26.0,22.0,4.0,9.0,127.0
2021,primero,desconocido,2.0,8.0,8.0,8.0,17.0,2.0,23.0,35.0,4.0,1.0,14.0,9.0,10.0,19.0,20.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0,2.0,1.0,3.0,5.0,39.0,1.0,2.0,2.0,17.0,4.0,66.0,1.0,2.0,11.0,2.0,1.0,5.0,120.0,21.0,3.0,0.0,4.0,0.0,7.0,0.0,1.0,22.0
2021,primero,0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,8.0,1.0,0.0,2.0,6.0,1.0,8.0,8.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,14.0,0.0,1.0,1.0,7.0,2.0,12.0,2.0,4.0,7.0,2.0,1.0,2.0,30.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,237.0
2021,segundo,usuaria,167.0,359.0,190.0,246.0,116.0,141.0,675.0,727.0,47.0,24.0,366.0,337.0,318.0,691.0,532.0,179.0,72.0,81.0,135.0,57.0,88.0,57.0,15.0,223.0,41.0,80.0,95.0,49.0,100.0,273.0,1846.0,157.0,79.0,270.0,827.0,242.0,1250.0,210.0,130.0,361.0,58.0,66.0,245.0,3832.0,504.0,159.0,79.0,286.0,101.0,80.0,7.0,20.0,705.0
2021,segundo,familiar,79.0,162.0,79.0,123.0,57.0,59.0,214.0,271.0,13.0,5.0,94.0,103.0,125.0,191.0,167.0,61.0,13.0,24.0,43.0,16.0,48.0,14.0,8.0,60.0,11.0,37.0,38.0,7.0,33.0,67.0,621.0,45.0,26.0,68.0,183.0,50.0,352.0,70.0,34.0,93.0,24.0,22.0,103.0,1111.0,176.0,70.0,18.0,107.0,35.0,35.0,6.0,7.0,200.0
2021,segundo,desconocido,13.0,19.0,10.0,20.0,7.0,3.0,32.0,39.0,1.0,0.0,17.0,15.0,23.0,24.0,22.0,13.0,3.0,2.0,9.0,1.0,3.0,4.0,0.0,7.0,1.0,5.0,6.0,5.0,5.0,10.0,52.0,3.0,1.0,2.0,41.0,14.0,63.0,10.0,6.0,9.0,2.0,1.0,8.0,182.0,18.0,10.0,1.0,12.0,6.0,1.0,0.0,0.0,51.0
2021,segundo,0,0.0,7.0,2.0,5.0,3.0,4.0,11.0,8.0,1.0,0.0,4.0,7.0,6.0,19.0,15.0,6.0,2.0,1.0,6.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,4.0,24.0,3.0,0.0,5.0,12.0,5.0,27.0,5.0,6.0,9.0,2.0,1.0,11.0,56.0,10.0,5.0,1.0,4.0,0.0,2.0,0.0,0.0,539.0
2021,tercero,usuaria,179.0,345.0,143.0,209.0,153.0,143.0,610.0,576.0,41.0,19.0,329.0,332.0,296.0,583.0,531.0,172.0,69.0,72.0,117.0,39.0,67.0,34.0,10.0,153.0,42.0,95.0,91.0,29.0,65.0,272.0,1784.0,137.0,71.0,265.0,838.0,192.0,1120.0,191.0,102.0,331.0,60.0,54.0,221.0,3243.0,482.0,204.0,57.0,279.0,108.0,94.0,12.0,21.0,664.0
2021,tercero,familiar,85.0,153.0,64.0,104.0,54.0,43.0,221.0,259.0,8.0,5.0,80.0,94.0,116.0,181.0,180.0,61.0,14.0,27.0,42.0,20.0,24.0,20.0,10.0,47.0,18.0,38.0,49.0,13.0,30.0,87.0,596.0,61.0,19.0,75.0,204.0,54.0,330.0,62.0,32.0,101.0,20.0,21.0,106.0,951.0,159.0,61.0,22.0,76.0,45.0,35.0,10.0,7.0,170.0
2021,tercero,desconocido,10.0,17.0,12.0,16.0,21.0,4.0,42.0,40.0,1.0,3.0,19.0,25.0,27.0,21.0,22.0,6.0,2.0,1.0,5.0,0.0,5.0,7.0,0.0,7.0,2.0,3.0,7.0,3.0,5.0,13.0,60.0,7.0,4.0,10.0,40.0,10.0,70.0,8.0,8.0,12.0,3.0,2.0,8.0,150.0,22.0,8.0,4.0,6.0,2.0,3.0,1.0,1.0,73.0
2021,tercero,0,4.0,3.0,3.0,4.0,2.0,3.0,14.0,11.0,1.0,1.0,6.0,6.0,7.0,19.0,16.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,2.0,0.0,0.0,2.0,26.0,3.0,2.0,4.0,18.0,1.0,21.0,5.0,2.0,8.0,1.0,1.0,3.0,75.0,11.0,3.0,1.0,6.0,1.0,3.0,0.0,1.0,502.0
2021,cuarto,usuaria,157.0,274.0,133.0,235.0,113.0,160.0,528.0,526.0,29.0,23.0,238.0,302.0,246.0,545.0,487.0,145.0,52.0,91.0,126.0,35.0,78.0,42.0,13.0,158.0,27.0,72.0,103.0,45.0,62.0,214.0,1579.0,146.0,59.0,240.0,806.0,209.0,913.0,194.0,88.0,268.0,53.0,64.0,232.0,3305.0,409.0,159.0,71.0,279.0,113.0,73.0,19.0,20.0,653.0
2021,cuarto,familiar,64.0,119.0,58.0,115.0,54.0,51.0,205.0,243.0,10.0,8.0,78.0,124.0,103.0,178.0,170.0,46.0,13.0,34.0,38.0,4.0,40.0,13.0,3.0,53.0,17.0,28.0,39.0,16.0,33.0,78.0,541.0,62.0,31.0,66.0,200.0,50.0,286.0,48.0,32.0,98.0,12.0,13.0,88.0,968.0,140.0,65.0,20.0,89.0,37.0,17.0,8.0,8.0,156.0
2021,cuarto,desconocido,6.0,15.0,9.0,23.0,12.0,7.0,27.0,28.0,1.0,3.0,21.0,12.0,13.0,30.0,26.0,11.0,5.0,4.0,6.0,2.0,2.0,1.0,1.0,10.0,0.0,6.0,9.0,4.0,0.0,10.0,58.0,4.0,6.0,4.0,39.0,7.0,52.0,8.0,3.0,10.0,2.0,1.0,3.0,155.0,19.0,6.0,4.0,4.0,2.0,4.0,4.0,1.0,55.0
2021,cuarto,0,3.0,7.0,3.0,5.0,3.0,4.0,12.0,8.0,0.0,0.0,8.0,13.0,5.0,14.0,13.0,7.0,1.0,1.0,3.0,0.0,5.0,2.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,5.0,32.0,2.0,1.0,8.0,26.0,6.0,21.0,6.0,5.0,10.0,5.0,4.0,9.0,87.0,19.0,2.0,4.0,7.0,5.0,3.0,0.0,0.0,636.0
2022,primero,usuaria,157.0,255.0,111.0,201.0,102.0,131.0,489.0,463.0,44.0,12.0,382.0,431.0,265.0,820.0,578.0,185.0,57.0,58.0,104.0,38.0,67.0,34.0,13.0,137.0,31.0,76.0,94.0,46.0,89.0,171.0,1329.0,115.0,53.0,210.0,653.0,232.0,878.0,175.0,79.0,348.0,58.0,72.0,213.0,4004.0,412.0,170.0,89.0,210.0,91.0,119.0,21.0,30.0,684.0
2022,primero,familiar,62.0,117.0,61.0,83.0,58.0,40.0,176.0,223.0,12.0,4.0,104.0,105.0,108.0,181.0,149.0,56.0,14.0,30.0,38.0,25.0,24.0,13.0,7.0,55.0,11.0,28.0,26.0,12.0,24.0,61.0,436.0,46.0,24.0,40.0,162.0,46.0,246.0,80.0,23.0,113.0,20.0,18.0,82.0,1186.0,141.0,60.0,17.0,69.0,33.0,38.0,6.0,11.0,168.0
2022,primero,desconocido,21.0,13.0,4.0,18.0,13.0,6.0,25.0,39.0,2.0,4.0,21.0,16.0,8.0,37.0,26.0,12.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,0.0,4.0,5.0,2.0,5.0,11.0,48.0,1.0,3.0,4.0,30.0,9.0,41.0,4.0,2.0,14.0,2.0,0.0,9.0,165.0,27.0,5.0,2.0,12.0,3.0,3.0,3.0,1.0,36.0
2022,primero,0,0.0,8.0,4.0,1.0,2.0,4.0,13.0,9.0,0.0,0.0,13.0,9.0,7.0,24.0,20.0,14.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,7.0,20.0,1.0,2.0,4.0,17.0,11.0,27.0,7.0,1.0,9.0,2.0,0.0,8.0,98.0,16.0,6.0,0.0,6.0,2.0,2.0,0.0,0.0,606.0
2022,segundo,usuaria,172.0,304.0,140.0,236.0,131.0,116.0,544.0,548.0,40.0,14.0,378.0,552.0,317.0,765.0,755.0,225.0,40.0,73.0,111.0,42.0,104.0,39.0,12.0,201.0,49.0,79.0,89.0,31.0,92.0,244.0,1399.0,110.0,50.0,229.0,720.0,232.0,994.0,211.0,171.0,392.0,53.0,78.0,256.0,5084.0,615.0,215.0,94.0,206.0,92.0,185.0,32.0,32.0,802.0
2022,segundo,familiar,48.0,122.0,70.0,89.0,49.0,49.0,231.0,248.0,14.0,9.0,131.0,179.0,95.0,170.0,191.0,93.0,13.0,31.0,43.0,22.0,22.0,21.0,8.0,56.0,5.0,25.0,38.0,9.0,25.0,69.0,511.0,44.0,32.0,71.0,195.0,70.0,285.0,94.0,44.0,133.0,31.0,17.0,92.0,1415.0,255.0,79.0,22.0,66.0,45.0,35.0,5.0,8.0,209.0
2022,segundo,desconocido,9.0,12.0,8.0,15.0,16.0,6.0,21.0,28.0,4.0,4.0,16.0,23.0,8.0,23.0,23.0,8.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,9.0,2.0,2.0,3.0,4.0,3.0,19.0,39.0,3.0,2.0,18.0,28.0,9.0,59.0,2.0,2.0,12.0,2.0,0.0,8.0,152.0,14.0,11.0,3.0,8.0,3.0,2.0,3.0,0.0,45.0
2022,segundo,0,6.0,12.0,11.0,9.0,5.0,2.0,22.0,20.0,3.0,2.0,17.0,13.0,13.0,36.0,36.0,5.0,2.0,6.0,7.0,0.0,2.0,0.0,2.0,9.0,3.0,6.0,2.0,1.0,2.0,5.0,64.0,2.0,3.0,3.0,26.0,12.0,34.0,8.0,2.0,11.0,5.0,1.0,15.0,120.0,21.0,10.0,3.0,8.0,1.0,3.0,2.0,3.0,539.0
2022,tercero,usuaria,177.0,344.0,144.0,253.0,118.0,135.0,644.0,636.0,93.0,18.0,398.0,503.0,339.0,859.0,866.0,280.0,70.0,108.0,133.0,43.0,83.0,53.0,38.0,210.0,39.0,100.0,100.0,31.0,102.0,296.0,1710.0,149.0,61.0,266.0,843.0,263.0,1095.0,215.0,136.0,441.0,126.0,99.0,337.0,5459.0,679.0,288.0,68.0,217.0,96.0,135.0,25.0,37.0,882.0
2022,tercero,familiar,65.0,145.0,63.0,113.0,49.0,48.0,233.0,265.0,13.0,8.0,93.0,140.0,136.0,226.0,202.0,72.0,16.0,29.0,61.0,10.0,38.0,20.0,14.0,74.0,22.0,45.0,49.0,18.0,33.0,80.0,566.0,61.0,27.0,72.0,224.0,57.0,285.0,70.0,45.0,131.0,26.0,24.0,109.0,1351.0,231.0,90.0,21.0,76.0,35.0,40.0,6.0,8.0,262.0
2022,tercero,desconocido,1.0,13.0,1.0,15.0,7.0,8.0,13.0,10.0,2.0,6.0,6.0,5.0,13.0,10.0,10.0,7.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,9.0,22.0,4.0,2.0,5.0,26.0,7.0,30.0,8.0,2.0,9.0,0.0,0.0,4.0,127.0,8.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,14.0
2022,tercero,0,12.0,26.0,14.0,24.0,9.0,9.0,49.0,34.0,5.0,7.0,21.0,32.0,22.0,57.0,39.0,14.0,3.0,11.0,14.0,1.0,4.0,0.0,0.0,9.0,4.0,4.0,5.0,1.0,7.0,13.0,98.0,9.0,3.0,16.0,39.0,18.0,68.0,15.0,9.0,17.0,5.0,4.0,17.0,200.0,23.0,6.0,7.0,8.0,4.0,5.0,0.0,0.0,554.0
2022,cuarto,usuaria,153.0,284.0,118.0,234.0,95.0,121.0,566.0,529.0,67.0,32.0,343.0,471.0,276.0,761.0,678.0,197.0,38.0,84.0,152.0,37.0,68.0,38.0,32.0,215.0,36.0,73.0,82.0,35.0,67.0,269.0,1454.0,115.0,75.0,244.0,669.0,199.0,981.0,203.0,98.0,403.0,75.0,71.0,240.0,4331.0,507.0,202.0,73.0,233.0,118.0,102.0,20.0,22.0,807.0
2022,cuarto,familiar,52.0,118.0,66.0,115.0,52.0,38.0,175.0,225.0,29.0,4.0,123.0,133.0,103.0,178.0,191.0,46.0,16.0,35.0,29.0,9.0,26.0,17.0,12.0,63.0,9.0,20.0,38.0,14.0,18.0,79.0,498.0,47.0,23.0,70.0,146.0,42.0,254.0,48.0,37.0,109.0,27.0,12.0,77.0,1128.0,123.0,62.0,28.0,83.0,41.0,44.0,10.0,3.0,224.0
2022,cuarto,desconocido,4.0,9.0,2.0,13.0,7.0,1.0,18.0,12.0,5.0,6.0,13.0,10.0,5.0,27.0,18.0,4.0,3.0,6.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,3.0,0.0,6.0,12.0,29.0,0.0,1.0,2.0,18.0,4.0,34.0,5.0,2.0,12.0,5.0,0.0,7.0,118.0,7.0,3.0,2.0,7.0,2.0,3.0,0.0,2.0,19.0
2022,cuarto,0,9.0,14.0,9.0,14.0,10.0,7.0,34.0,29.0,3.0,0.0,17.0,13.0,21.0,25.0,46.0,20.0,3.0,4.0,9.0,2.0,3.0,1.0,0.0,12.0,2.0,4.0,7.0,2.0,3.0,9.0,71.0,7.0,1.0,4.0,28.0,14.0,45.0,9.0,6.0,15.0,4.0,2.0,10.0,191.0,33.0,11.0,4.0,9.0,4.0,2.0,0.0,0.0,401.0
2023,primero,usuaria,164.0,297.0,164.0,254.0,112.0,128.0,573.0,627.0,47.0,31.0,334.0,476.0,291.0,708.0,740.0,189.0,50.0,95.0,145.0,38.0,85.0,42.0,28.0,233.0,50.0,84.0,90.0,33.0,74.0,215.0,1559.0,149.0,57.0,243.0,753.0,249.0,1010.0,198.0,118.0,443.0,80.0,91.0,292.0,4947.0,536.0,231.0,58.0,230.0,98.0,144.0,29.0,19.0,960.0
2023,primero,familiar,72.0,111.0,92.0,114.0,45.0,55.0,225.0,239.0,13.0,6.0,107.0,127.0,110.0,230.0,248.0,84.0,21.0,29.0,28.0,13.0,21.0,14.0,10.0,85.0,14.0,14.0,32.0,13.0,33.0,96.0,530.0,55.0,27.0,69.0,208.0,42.0,278.0,83.0,25.0,118.0,32.0,31.0,101.0,1234.0,205.0,71.0,35.0,66.0,44.0,52.0,6.0,2.0,334.0
2023,primero,desconocido,0.0,7.0,6.0,11.0,4.0,5.0,29.0,22.0,0.0,9.0,19.0,12.0,5.0,17.0,29.0,13.0,5.0,2.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,4.0,8.0,3.0,3.0,6.0,38.0,1.0,1.0,2.0,30.0,5.0,50.0,3.0,3.0,8.0,2.0,3.0,13.0,125.0,11.0,3.0,2.0,8.0,0.0,1.0,2.0,1.0,22.0
2023,primero,0,8.0,15.0,10.0,13.0,6.0,3.0,28.0,33.0,0.0,1.0,10.0,28.0,18.0,31.0,30.0,17.0,1.0,4.0,4.0,4.0,1.0,2.0,0.0,12.0,0.0,4.0,3.0,4.0,5.0,14.0,69.0,5.0,0.0,4.0,45.0,7.0,52.0,8.0,5.0,18.0,5.0,5.0,16.0,197.0,20.0,7.0,5.0,14.0,6.0,8.0,2.0,0.0,406.0
2023,segundo,usuaria,143.0,339.0,145.0,231.0,81.0,114.0,599.0,560.0,53.0,19.0,368.0,386.0,406.0,808.0,797.0,173.0,48.0,85.0,131.0,48.0,73.0,53.0,16.0,197.0,40.0,84.0,77.0,39.0,72.0,256.0,1507.0,153.0,87.0,215.0,720.0,193.0,1026.0,227.0,124.0,421.0,69.0,81.0,318.0,4827.0,514.0,231.0,45.0,197.0,106.0,125.0,11.0,20.0,1047.0
2023,segundo,familiar,64.0,110.0,51.0,116.0,36.0,45.0,205.0,216.0,10.0,18.0,120.0,117.0,127.0,206.0,188.0,59.0,15.0,38.0,42.0,7.0,35.0,20.0,6.0,65.0,15.0,26.0,28.0,15.0,23.0,60.0,495.0,29.0,34.0,74.0,168.0,52.0,236.0,78.0,35.0,112.0,15.0,36.0,97.0,1229.0,171.0,57.0,23.0,81.0,53.0,32.0,17.0,7.0,400.0
2023,segundo,desconocido,14.0,4.0,3.0,12.0,4.0,2.0,17.0,30.0,6.0,4.0,15.0,10.0,11.0,21.0,9.0,2.0,1.0,0.0,2.0,1.0,4.0,5.0,0.0,5.0,1.0,4.0,9.0,1.0,3.0,15.0,35.0,0.0,2.0,2.0,20.0,5.0,33.0,1.0,4.0,6.0,1.0,2.0,5.0,139.0,17.0,7.0,1.0,6.0,6.0,1.0,1.0,0.0,36.0
2023,segundo,0,7.0,19.0,17.0,20.0,4.0,8.0,36.0,44.0,4.0,1.0,12.0,29.0,17.0,28.0,46.0,16.0,1.0,5.0,8.0,0.0,1.0,3.0,3.0,12.0,4.0,4.0,2.0,5.0,4.0,16.0,72.0,6.0,5.0,7.0,52.0,7.0,59.0,9.0,4.0,15.0,6.0,9.0,12.0,203.0,30.0,11.0,11.0,13.0,4.0,3.0,3.0,0.0,423.0
2023,tercero,usuaria,193.0,336.0,193.0,258.0,116.0,128.0,666.0,630.0,72.0,41.0,352.0,529.0,502.0,818.0,861.0,254.0,73.0,141.0,112.0,46.0,110.0,46.0,32.0,239.0,50.0,96.0,124.0,60.0,135.0,309.0,1768.0,147.0,76.0,309.0,808.0,237.0,1250.0,262.0,169.0,466.0,106.0,128.0,392.0,4974.0,679.0,220.0,64.0,296.0,118.0,147.0,17.0,31.0,1258.0
2023,tercero,familiar,67.0,146.0,78.0,135.0,76.0,52.0,205.0,260.0,27.0,20.0,122.0,156.0,135.0,211.0,238.0,83.0,14.0,45.0,40.0,11.0,39.0,26.0,4.0,68.0,15.0,37.0,31.0,18.0,33.0,84.0,533.0,51.0,43.0,77.0,231.0,62.0,286.0,60.0,29.0,145.0,40.0,40.0,116.0,1384.0,191.0,76.0,28.0,110.0,49.0,45.0,3.0,5.0,442.0
2023,tercero,desconocido,5.0,10.0,1.0,7.0,9.0,4.0,17.0,8.0,4.0,8.0,12.0,14.0,17.0,18.0,11.0,4.0,0.0,5.0,4.0,1.0,3.0,1.0,3.0,5.0,0.0,7.0,2.0,4.0,3.0,8.0,27.0,4.0,2.0,3.0,20.0,8.0,27.0,6.0,4.0,12.0,1.0,0.0,7.0,110.0,8.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,37.0
2023,tercero,0,6.0,19.0,15.0,17.0,4.0,7.0,34.0,28.0,3.0,0.0,26.0,20.0,23.0,36.0,31.0,12.0,2.0,5.0,9.0,4.0,7.0,3.0,0.0,5.0,3.0,8.0,4.0,1.0,5.0,13.0,92.0,8.0,2.0,8.0,38.0,6.0,70.0,10.0,4.0,19.0,3.0,3.0,24.0,168.0,21.0,12.0,5.0,11.0,10.0,15.0,0.0,2.0,393.0
